Kabupaten,Deskripsi,Provinsi,Ibu Kota,Bupati,Wakil Bupati,Luas Wilayah,Populasi Total,Populasi Kepadatan,Kode Area,Potensi Pariwisata,Potensi SDA,Kuliner Khas,Website Kabupaten,Attachments
KABUPATEN MANDAILING NATAL,"sebelum Mandailing Natal menjadi sebuah kabupaten, wilayah ini masih termasuk Kabupaten Tapanuli Selatan. Setelah terjadi pemekaran, dibentuklah Kabupaten Mandailing Natal berdasarkan Undang-undang Nomor 12 tahun 1998, secara formal diresmikan oleh Menteri Dalam Negeri pada tanggal 9 Maret 1999.",Sumatera Utara,Panyabungan,rs. H. Dahlan Hasan Nasution,"H. Imron Lubis, S.Pd, MM","800,20 km2",750.000 jiwa (2003),"937,27 jiwa/km2",0636,pemandian air panas si banggor | danau marambe | sungai aek godang | air panas sampuraga | gunung sorik marapi,pertanian padi | pertanian jagung | perkebunan kedelai | perkebunan kacang tanah | perkebunan kacang hijau | perkebunan ubi jalar | perikanan ikan tawar,"itak pohul-pohul | gule rondang juhut | gule torung ronca ikan sale | kue panggelong(lapet) | sambal aporas dot kantang | sambal tuk tuk | rondang joring | toge panyabungan | ikan sale | wajid/indah simanis

itak pohul-pohul | gule rondang juhut | gule torung ronca ikan sale | kue panggelong(lapet) | sambal aporas dot kantang | sambal tuk tuk | rondang joring | toge panyabungan | ikan sale | wajid/indah simanis itak pohul-pohul | gule rondang juhut | gule torung ronca ikan sale | kue panggelong(lapet) | sambal aporas dot kantang | sambal tuk tuk | rondang joring | toge panyabungan | ikan sale | wajid/indah simanis
",www.madina.go.id,"wakilbupati.jpg (https://dl.airtable.com/af5JuJd7SRK5aFzJ3dzT_wakilbupati.jpg),mdnlogo.jpg (https://dl.airtable.com/UZ3dtfj5RYyqi9oHXnfn_mdnlogo.jpg),madinamap.jpg (https://dl.airtable.com/f7nYsJHT5Wa0sNzqAp7g_madinamap.jpg),bupati.jpg (https://dl.airtable.com/ASTGGZlYRwGOLycugWSJ_bupati.jpg)"
KABUPATEN NIAS,"Kabupaten Nias adalah salah satu kabupaten di Sumatera Utara yang terletak di pulau Nias. Ibukotanya Gunung Sitoli dapat ditempuh dengan perjalanan laut dari Sibolga selama 10 jam, atau dengan perjalanan udara dari Medan selama 1 jam menggunakan pesawat Lion Air/Wings Air, SMAC (Fokker F-50), Merpati (CN 235),dan Riau airlines.dengan bandara udara Binaka",Sumatera Utara,Gunung Sitoli,Drs.Sokhiatulo Laoli,"Arosokhi Waruwu, SH, MH","980,32 km2",131.377 jiwa,"134,01 jiwa/km2",0639,pink beach gawu soyo | pulau asu | pantai sorake dan lagundri | pantai toyolawa | tureloto | tradisi lompat batu | desa bawomataluo | desa orahili | danau megoto | kepulauan hinako nias,"perikanan | ikan teripang | ikan tuna | kepiting | udang | ikan napoleon | peternakan babi | sapi | kambing | ayam

",harinake | ni'owuru | gowi nifufu | lehedalo nifange | hambae nititi | bato hambae | nami | silio guro | babae | kofo-kofo | saku nisolo | dodol durian,www.niaskab.go.id,"map.jpg (https://dl.airtable.com/yxSsgCIuTVSVMmQYkhtk_map.jpg),logoo.jpg (https://dl.airtable.com/xDvWmSqcQbOZerGChNuF_logoo.jpg),bupati.jpg (https://dl.airtable.com/o01a4IZRoKkgrOMqnjIQ_bupati.jpg)"
KABUPATEN NIAS BARAT,"Kabupaten Nias Barat adalah salah satu kabupaten di Provinsi Sumatera Utara, Indonesia. Kabupaten ini diresmikan oleh Menteri Dalam Negeri Indonesia, Mardiyanto, pada 26 Mei 2009, sebagai salah satu hasil pemekaran dari Kabupaten Nias.",Sumatera Utara,Lahomi,"A. Aroziduhu Gulo, SH., MH.",Hermit Hia SIP,"544,09 km2",81.807 jiwa (2010),"150,36 jiwa/km2",0639,Rumah Adat Nias Barat di Desa Sitolubanua | surfing di Pulau Asu | panorama pantai Sirombu | batu bersusun di Pantai Falaete | Pantai Fari’i | Danau Pulau Bawa | Situs megalith di Lahomi | Desa Lolozirugi | Desa Sisarahili.,perikanan | ikan teripang | ikan tuna | kepiting | udang | ikan napoleon | peternakan babi | sapi | kambing | ayam,harinake | ni'owuru | gowi nifufu | lehedalo nifange | hambae nititi | bato hambae | nami | silio guro | babae | kofo-kofo | saku nisolo | dodol durian,www.niasbaratkab.go.id,"map.jpg (https://dl.airtable.com/jNKkpVLxRIGKSZaQbHNs_map.jpg),bpati.jpg (https://dl.airtable.com/rr1jlNhYRzWlG2ng5h7j_bpati.jpg),wakilbupati.jpg (https://dl.airtable.com/LZ3PPpS3W3xQBTMSKGiA_wakilbupati.jpg),loggo.jpg (https://dl.airtable.com/0eQsREP2Sa2nC339KcPy_loggo.jpg)"
KABUPATEN NIAS SELATAN,Kabupaten Nias Selatan adalah salah satu kabupaten di Sumatera Utara yang terletak di pulau Nias. Penduduknya berjumlah 275.422 jiwa (Januari 2005),Sumatera Utara,Teluk Dalam,Drs. Idealisman Dachi,Drs. Hukuasa Ndruru,1.825 km2,275.422 jiwa,"150,92 jiwa/km2",0630,Rumah Adat Nias  | surfing di Pulau Asu | panorama pantai Sirombu | batu bersusun di Pantai Falaete | Pantai Fari’i | Danau Pulau Bawa | Situs megalith di Lahomi | Desa Lolozirugi | Desa Sisarahili.,perikanan | ikan teripang | ikan tuna | kepiting | udang | ikan napoleon | peternakan babi | sapi | kambing | ayam,harinake | ni'owuru | gowi nifufu | lehedalo nifange | hambae nititi | bato hambae | nami | silio guro | babae | kofo-kofo | saku nisolo | dodol durian,www.niasselatankab.go.id,"map.jpg (https://dl.airtable.com/ieWnGB9URsC1v8O9z1vu_map.jpg),bupati.jpg (https://dl.airtable.com/SndSz0oCTymdTZeki72m_bupati.jpg),wakilbupati.jpg (https://dl.airtable.com/MSlBT76Q7OqZDxNjELL3_wakilbupati.jpg),loggo.jpg (https://dl.airtable.com/iK3tOe5Qye9gPyz9FfR8_loggo.jpg)"
KABUPATEN NIAS UTARA,"Kabupaten Nias Utara adalah salah satu kabupaten di Provinsi Sumatera Utara, Indonesia. Kabupaten ini diresmikan oleh Menteri Dalam Negeri Indonesia, Mardiyanto, pada 29 Oktober 2008, sebagai salah satu hasil pemekaran dari Kabupaten Nias.",Sumatera Utara,Lotu,"Drs. Edward Zega, B.Sc",,"1.202,78 km2",127.703 jiwa (2007),106 jiwa/km2,0630,pantai indah tureloto desa balefadorotuho | pantai lafau indah | pantai ambukha | pantai toyolawa | kuburan kramat pulau maose | pantai nela | pantai pasar putih afulu | pantai selancar turedawolo walo | pantai laosi-laosi | pasir merah desa | air terjun togi,perkebunan kelapa toyolawa | perkebunan kret | perkebunan kakau | perkebunan nilam,harinake | ni'owuru | gowi nifufu | lehedalo nifange | hambae nititi | bato hambae | nami | silio guro | babae | kofo-kofo | saku nisolo | dodol durian,www.niasutarakab.go.id,"bpati.jpg (https://dl.airtable.com/ODXuIrZRyiu8NeiwEITQ_bpati.jpg),nsutmap.jpg (https://dl.airtable.com/ocO8WzUGSUqPTSgXjfkO_nsutmap.jpg),logonisut.jpg (https://dl.airtable.com/giOzSidDRsiJfNbsJNOH_logonisut.jpg)"
KABUPATEN PADANG LAWAS,"Kabupaten Padang Lawas adalah kabupaten di Provinsi Sumatera Utara, Indonesia, yakni hasil pemekaran dari Kabupaten Tapanuli Selatan. Kabupaten ini resmi berdiri sejak diundangkannya Undang-Undang Republik Indonesia Nomor: 38 Tahun 2007, tepatnya pada tanggal 10 Agustus 2007, bersamaan dengan dibentuknya Kabupaten Padang Lawas Utara, menyusul RUU yang disetujui pada 17 Juli 2007. Ibukota kabupaten ini adalah Sibuhuan. Kepala Daerah yang pertama kali memimpin Kabupaten Padang Lawas adalah Pj. Bupati, Ir. Soripada Harahap.",Sumatera Utara,Sibuhuan,H. Ali Sutan Harahap (TSO),"drg. Ahmad Zarnawi Pasaribu, Cht","3.892,74 km2",225.259 jiwa (2010),"57,87 jiwa/km2",0293,pemandian aek siraisan | pemandian aek milas | makam oppu parmana sapihak | Danau gayambang | candi sipamutung | candi tandihat | candi sangkilon,perkebunan kelapa sawit | pertambangan batubara | Timah | kapur | marmer | granit | batugamping | pasir kuarsa,Holat,www.padanglawaskab.go.id,"wakbupi.jpg (https://dl.airtable.com/Z1hzeeDDTCmSGEsFkuMq_wakbupi.jpg),mapp.jpg (https://dl.airtable.com/YdcMtnVURC6rOIYvGfxM_mapp.jpg),bpati.jpg (https://dl.airtable.com/7KaAcOBlSM6C4RsIlJJw_bpati.jpg),logoo.jpg (https://dl.airtable.com/Ca75koUwSJGgkLZsJNeP_logoo.jpg)"
KABUPATEN PADANG LAWAS UTARA,"Kabupaten Padang Lawas Utara adalah salah satu kabupaten di provinsi Sumatera Utara, Indonesia, yakni hasil pemekaran dari Kabupaten Tapanuli Selatan. Ibukota kabupaten ini adalah Gunung Tua.",Sumatera Utara,Gunung Tua,Drs H Bachrum Harahap,Budiyono,"3.918,05 km2",223.531 jiwa (2010),"57,05 jiwa/km2",0295,Gua Tuk-tuk,perkebunan kelapa sawit | pertanian/persawahan,Holat,www.pakpakbharatkab.go.id,"mapp.jpg (https://dl.airtable.com/OgI8Y2mpSZaa4vjSSbQC_mapp.jpg),loggo.jpg (https://dl.airtable.com/oj5xCckuSd6jaH1pqZ20_loggo.jpg)"
KABUPATEN PAKPAK BHARAT,"Kabupaten Pakpak Bharat adalah salah satu kabupaten di Sumatera Utara, Indonesia. Kabupaten ini dibentuk pada tanggal 28 Juli 2003 pada masa pemerintahan Presiden Megawati Soekarnoputri, hasil dari pemekaran Kabupaten Dairi. Pakpak Bharat terletak di kaki pegunungan Bukit Barisan. Kegiatan perekonomian terfokus pada pertanian dan perkebunan. Hampir 90% penduduk kawasan ini beretnis Pakpak, sebuah subsuku Batak.",Sumatera Utara,Salak,"Remigo Yolando Berutu, MBA",Ir. H. Maju Ilyas Padang,"1.218,3 km2",40.505 jiwa (2010),"33,25 jiwa/km2",0627,Air terjun la une | air terjun simbilulu | air terjun lae singgabit | mbue deng sidebean,sungai di kab pakpak bharat sbg PLTA | sungai lae kombih sbg PLTMH | pertanian | kehutanan | ,Pelleng,www.pekalongankab.go.id,"bpati.jpg (https://dl.airtable.com/dXOVyS1zQKeSYYSe0L1C_bpati.jpg),wklbupati.jpg (https://dl.airtable.com/5MQK9WRZT9KkfYw1NU0B_wklbupati.jpg),ppbmap.jpg (https://dl.airtable.com/iQqySCVBTC2mPWvdFgdE_ppbmap.jpg),ppblogo.jpg (https://dl.airtable.com/aPXNoAgQ321N3KmQ2Ssw_ppblogo.jpg)"
KABUPATEN SAMOSIR,Kabupaten Samosir adalah kabupaten yang baru dimekarkan dari Kabupaten Toba Samosir sesuai dengan UU RI Nomor 36 Tahun 2003 pada tanggal 18 Desember 2003 tentang Pembentukan Kabupaten Samosir dan Kabupaten Serdang Bedagai. Terbentuknya Samosir sebagai kabupaten baru merupakan langkah awal untuk memulai percepatan pembangunan menuju masyarakat yang lebih sejahtera,Sumatera Utara,Pangururan,Ir. Mangindar Simbolon,"Drs. Rapidin Simbolon, MM","1.419,5 km2",119.653 jiwa (2010),"84,29 jiwa/km2",0626,makam raja sidabutar | batu parsidangan | museum hutan bolon | pertunjukan sigale-gale | goa marlakkop | pantai ambarita | pulo tao | tuktuk siadong | bukit beta kite internasional,pengelolaan kopi | perkebunan kelapa sawit | perkebunan cengkeh | perkebunan kapuk | perkebunan aren | perkebunan pala | perkebunan panili | perkebunan pinanag | perkebunan tebu | perkebunan kayu manis | perkebunan jambu mente,mie gomak | saksang babi | arsik ikan mas | kue lampet | kue goreng gadong,www.samosirkab.go.id,"maap.jpg (https://dl.airtable.com/rCxxMMC5TJEKsth4Vymc_maap.jpg),bpati.jpg (https://dl.airtable.com/MPBXxmjSCSmKGnZBNmcN_bpati.jpg),wkbupati.jpg (https://dl.airtable.com/TYi4i2ruTlmEHPIhbQbp_wkbupati.jpg),llogo.jpg (https://dl.airtable.com/xHzbm3zITIYProVYx6V5_llogo.jpg)"
KABUPATEN SERDANG BEDAGAI,"Kabupaten Serdang Bedagai yang beribukota Sei Rampah adalah kabupaten yang baru dimekarkan dari Kabupaten Deli Serdang sesuai dengan UU RI Nomor 36 Tahun 2003 pada tanggal 18 Desember 2003 tentang Pembentukan Kabupaten Samosir dan Kabupaten Serdang Bedagai pada 18 Desember 2003, pada masa pemerintahan Presiden Megawati Soekarnoputri.",Sumatera Utara,Sei Rampah,Tengku Erry Nuradi ,Ir. H.Soekirman,"1.900,22 km2",594.383 jiwa (2010),"312,8 jiwa/km2",0621,panatai cermin | kampoeng nipah | pulau berhala | pasar bengkel | pemandian alam ancol | air terjun sampuren widuri | kampung bali serdang bedagai,perkebunan karet | kelapa sawit | kakao(coklat) | budidaya udang windu | udang putih | kepiting | ikan banding | kepiting,dodol bengkel | kripik cakar ayam | olahan ketela | ,www.serdangbedagaikab.go.id,"bpati.jpg (https://dl.airtable.com/02r6bwgTNiuI81HbLssk_bpati.jpg),wklbupati.jpg (https://dl.airtable.com/murEnEZOQ3uryLqfYQ9B_wklbupati.jpg),maap.jpg (https://dl.airtable.com/OBijUNuSSKR3KXWnWM4h_maap.jpg),logo.jpg (https://dl.airtable.com/oqPSFObcSTmNhq4UynbE_logo.jpg)"
KABUPATEN SIMALUNGUN,"Kabupaten Simalungun adalah sebuah kabupaten di Sumatera Utara, Indonesia. Suku Batak Simalungun merupakan penduduk asli dari kabupaten ini. Bupatinya saat ini adalah Dr. Jopinus Ramli Saragih, S.H , M.M yang sedang bertugas untuk masa bakti 2010–2015 sedangkan Wakil Bupatinya adalah Hj. Nuriaty Damanik, S.H.",Sumatera Utara,Raya,"Dr. Jopinus Ramli Saragih, S.H , M.M","Hj. Nuriaty Damanik, S.H.","4.386,60 km2",830.986 jiwa (2012),"189,44 jiwa/km2",0622,batu gantung | tigaras | karang anyer | rumah bolon | tinggi raja | kramat kubah,perkebunan kelapa sawit | kopi | kakao | karet | peternak kerbau | babi | sapi | kambing | itik,hinasumba | dayok nabinatur | tinuktuk | oblok-oblok ayam simalungun | manuk na niatur,www.simalungunkab.go.id,"bpati.jpg (https://dl.airtable.com/XTS7fAFRxGpTLVbBzwDK_bpati.jpg),wklbupati.jpg (https://dl.airtable.com/Enu4kOV2RZajYWOcl0EP_wklbupati.jpg),loogo.jpg (https://dl.airtable.com/3NTIk0KXQkmGZ6YhWEgC_loogo.jpg),maps.png (https://dl.airtable.com/n9w1x0Q8TqiiHR5YGl64_maps.png)"
KABUPATEN TAPANULI SELATAN,"Kabupaten Tapanuli Selatan adalah sebuah kabupaten di Sumatera Utara, Indonesia. Ibu kotanya ialah Sipirok. Kabupaten ini awalnya merupakan kabupaten yang amat besar dan beribukota di Padang Sidempuan. Daerah-daerah yang telah berpisah dari Kabupaten Tapanuli Selatan adalah Mandailing Natal, Kota Padang Sidempuan, Padang Lawas Utara dan Padang Lawas Selatan. Setelah pemekaran, ibukota kabupaten ini pindah ke Sipirok.",Sumatera Utara,Sipirok,"H. Syahrul M Pasaribu, SH",H Aldinz Rafolo Siregar,"4.367,05 km2",264.108 jiwa (2010),"60,48 jiwa/km2",0634,tro simarsayang | parsariran | aek sijornih | danau siais | danau mrsabut | naggar jati | tor simago-mago | tor sibohi | Masjid Sri Alam Dunia Sipirok Mashali |,perkebunan kelapa sawit | kopi | kakao | karet | peternak kerbau | babi | sapi | kambing | itik,sidempuan | ikan arsik | holat | lomang,www.tapanuliselatankab.go.id,"maps.png (https://dl.airtable.com/uo84E4WGREOGJ0WiS863_maps.png),bpati.jpg (https://dl.airtable.com/5Yly9LhUS3CAZoZRBy8P_bpati.jpg),wklbupati.jpg (https://dl.airtable.com/YleOguv5RnupRJChhbpc_wklbupati.jpg),maps.jpg (https://dl.airtable.com/0miN5pOoQh2NEMZCkDTD_maps.jpg),logoo.jpg (https://dl.airtable.com/PgPhTkhYQeSbuA0PWvUx_logoo.jpg)"
KABUPATEN TAPANULI TENGAH,Tapanuli Tengah adalah sebuah kabupaten di Sumatera Utara. Ibu kotanya adalah Pandan. Kabupaten Tapanuli Tengah sebagai Daerah Otonom dipertegas oleh Pemerintah dengan Undang-undang Nomor 7 Drt 1956 tentang Pembentukan Daerah Otonom Kabupaten-kabupaten dalam lingkungan Daerah Provinsi Sumatera Utara. Berdasarkan Peraturan Daerah Kabupaten Tapanuli Tengah Nomor 19 Tahun 2007 maka ditetapkan Hari Jadi Kabupaten Tapanuli Tengah adalah tanggal 24 Agustus 1945.,Sumatera Utara,Pandan,"H. Sukran Jamilan Tanjung, SE",,"2.194,98 km2",318.908 jiwa (2012),"145,29 jiwa/km2",0631,Gereja HKBP di Sipirok dan Gereja Nomensen Parau Sorat,perkebunan kelapa sawit | kopi | kakao | karet | peternak kerbau | babi | sapi | kambing | itik,panggang geleng | ketupek bareh | asam padeh | lappek bainiti | lapppek kue kocci | lompong | onde-onde | panukkuk | tumba goreng | sarabi | mie gomak | kue talam | nasi lamak | nasi tue | bongkol | paruk-paruk ayam | pale,www.taptengkab.go.id,"bupati.jpg (https://dl.airtable.com/JxeEjdZ5S7C0HRfYg5TK_bupati.jpg),maps.png (https://dl.airtable.com/WYizO4uBTKyiYAZgj0N3_maps.png),maps.jpg (https://dl.airtable.com/XrXU9vAlQgCjB7CJZsN5_maps.jpg),loggo.jpg (https://dl.airtable.com/IkKpDb8iT7qIt52Q9qWw_loggo.jpg)"
KABUPATEN TAPANULI UTARA,"Kabupaten Tapanuli Utara merupakan salah Kabupaten/Kota di Propinsi Sumatera Utara terletak diwilayah pengembangan dataran tinggi Sumatera Utara berada pada ketinggian antara 300-1500 meter di atas permukaan laut. Topografi dan kontur tanah Kabupaten Tapanuli Utara beraneka ragam yaitu yang tergolong datar (3,16 persen), landai (26,86 persen), miring (25,63 persen) dan terjal (44,35 persen).",Sumatera Utara,Taruntung,Drs. Nikon Nababan,"Drs. Mauliate Simorangkir, MSi","3.793,71 km2",279.257 jiwa ,"73,61 jiwa/km2",0633, | benteng huraba | pemandian aek milas sosopan, | benteng huraba | pemandian aek milas sosopan,sidempuan | ikan arsik | holat | lomang | tuak raru,www.tapanuliutarakab.co.id,"taputmap.jpg (https://dl.airtable.com/6Sqi1hQLSeic0s0wWYAu_taputmap.jpg),bupati.jpg (https://dl.airtable.com/gmhLFEBtRBaE0LrDR1jQ_bupati.jpg),wakilbupati.jpg (https://dl.airtable.com/YYHAOgRhQLWBFULCYeUA_wakilbupati.jpg),taput-logo.jpg (https://dl.airtable.com/pGaRgdPQpie681xxvV9w_taput-logo.jpg)"
KABUPATEN TOBA SAMOSIR,"Kabupaten Toba Samosir adalah salah satu kabupaten di Provinsi Sumatera Utara, Indonesia. Kabupaten ini dibentuk berdasarkan Undang-Undang Nomor 12 Tahun 1998 tentang pembentukan Kabupaten Daerah Tingkat II Toba Samosir dan Kabupaten Mandailing Natal, di Provinsi Daerah Tingkat I Sumatera Utara. Kabupaten Toba Samosir ini merupakan pemekaran dari daerah tingkat II Kabupaten Tapanuli Utara. Di kabupaten ini terdapat sebuah perguruan tinggi, yaitu Politeknik Informatika Del.",Sumatera Utara,Balige,Ir. Darwin Siagian,"
Ir. Hulman Sitorus, MM","2.021,80 km2",173.129 jiwa (2010),"85,63 jiwa/km2",0632,pantai lumbang silintong | long beach ajibata | pantai pasifik | siregar aek nalas | huta permalim hutatinggi | museum TB silalahi center | perbukitan tara bunga | bukit senyum mottung | taman eden 100,pertanian padi | palawija | sayur-sayuran | kedelai | umbi-umbian | perkebunan kelapa | kopi | kakao | peternakan sapi | kambing | domba | babi | unggas,mie gomak | saksang babi | arsik ikan mas | kue lampet | kue goreng gadong,www.tobasamosirkab.go.id,"bupati.jpg (https://dl.airtable.com/3qi278UnT02KSSPPZxCT_bupati.jpg),wklbupati.jpg (https://dl.airtable.com/w6gnWUqpRKSXnZWx3a9U_wklbupati.jpg),map.jpg (https://dl.airtable.com/TScwVYrKTNS49u7Zb5tG_map.jpg),tbslogo.jpg (https://dl.airtable.com/vg4GpTJJQMKHKEkKLyei_tbslogo.jpg)"
KOTA BINJAI,"Kota Binjai adalah salah satu kota (dahulu daerah tingkat II berstatus kotamadya) dalam wilayah provinsi Sumatera Utara, Indonesia. Binjai terletak 22 km di sebelah barat ibukota provinsi Sumatera Utara, Medan. Sebelum berstatus kotamadya, Binjai adalah ibukota Kabupaten Langkat yang kemudian dipindahkan ke Stabat. Binjai berbatasan langsung dengan Kabupaten Langkat di sebelah barat dan utara serta Kabupaten Deli Serdang di sebelah timur dan selatan. Binjai merupakan salah satu daerah dalam proyek pembangunan Mebidang yang meliputi kawasan Medan, Binjai dan Deli Serdang. Saat ini, Binjai dan Medan dihubungkan oleh jalan raya Lintas Sumatera yang menghubungkan antara Medan dan Banda Aceh. Oleh karena ini, Binjai terletak di daerah strategis di mana merupakan pintu gerbang Kota Medan ditinjau dari provinsi Aceh.",Sumatera Utara,,"H. M. Idaham, SH, M.Si.","Timbas Tarigan, SE","90,45 km2",282.415 jiwa,"3.122,33 jiwa/km2",061,wisata alam batu rongring | air terjun goa angklung | air terjun saringgana | pemandian air panas sibayak | Bangunan bersejarah masjid aziz | Monumen tengku amir hamzah | gedung mambi | gedung peninggalan belanja | Kampung Bali Langkat | Tubing | Tangkahan,Perkebunan kelapa sawit | peternakan lembu | perkebunan itik | Budidaya tambak | budidaya laut | budidaya air tawar | perikanan udang | ,bubur pedas | nasi ayam kecap cenara | Soto udang | nasi ikan asam asin | manis halua | ,www.binjaikota.go.id,"wklwlkt.jpg (https://dl.airtable.com/N2tVomloQbaLLr7304Xn_wklwlkt.jpg),maps.jpg (https://dl.airtable.com/BHogNCD7SXaoC3dJ0JU2_maps.jpg),wlkt.jpg (https://dl.airtable.com/FPI5fABaSTeik0WDDPCR_wlkt.jpg),logoo.jpg (https://dl.airtable.com/MCgiM9ybTky7N9ShQYDz_logoo.jpg)"
KOTA GUNUNGSITOLI,"Kota Gunungsitoli adalah salah satu kota di Provinsi Sumatera Utara, Indonesia. Kota ini diresmikan oleh Menteri Dalam Negeri Indonesia, Mardiyanto, pada 29 Oktober 2008, sebagai salah satu hasil pemekaran dari Kabupaten Nias.",Sumatera Utara,,"Drs. Martinus Lase, M.Si",,"284,78 km2",128.337 jiwa (2012),"450,65 jiwa/km2",0639,pink beach gawu soyo | pulau asu | pantai sorake dan lagundri | pantai toyolawa | tureloto | tradisi lompat batu | desa bawomataluo | desa orahili | danau megoto | kepulauan hinako nias,"perikanan | ikan teripang | ikan tuna | kepiting | udang | ikan napoleon | peternakan babi | sapi | kambing | ayam

",harinake | ni'owuru | gowi nifufu | lehedalo nifange | hambae nititi | bato hambae | nami | silio guro | babae | kofo-kofo | saku nisolo | dodol durian,www.gunungsitolikota.go.id/,"bpti.jpg (https://dl.airtable.com/Wv5b1uKzSWyabKbTK6ip_bpti.jpg),maps.jpg (https://dl.airtable.com/gPEjCiwUTlia4M9GJCuo_maps.jpg),logoo.jpg (https://dl.airtable.com/dJusbuBPT22wJXEw93TW_logoo.jpg)"
KOTA MEDAN,"Kota Medan (Melayu Jawi: ميدان) adalah ibu kota provinsi Sumatera Utara, Indonesia. Kota ini merupakan kota terbesar di luar Pulau Jawa dan kota metropolitan terbesar ketiga di Indonesia setelah Jakarta dan Surabaya[4][5][6] Kota Medan merupakan pintu gerbang wilayah Indonesia bagian barat dan juga sebagai pintu gerbang bagi para wisatawan untuk menuju objek wisata Brastagi di daerah dataran tinggi Karo, objek wisata penangkaran orang utan di Bukit Lawang, serta kawasan Danau Toba.",Sumatera Utara,,Randiman Tarigan,"Drs. H. Dzulmi Eldin, S., M.Si","265,10 km2 (10,240 mil²)",3.418.645 jiwa,8.008 jiwa/km2,061,danau toba | air terjun dwi warna sibolangit | Pulau samosir | gunung sibayak | air terjun sipiso-piso | bukit lawang | sigura-gura | taman alam lumbini | panas dolok tinggi raja | linting,perikanan | perkebunan | pertanian,bolu meranti | durian ucok | pancake durian |  bika ambon | sirup buah markisa | teri medan | kopi sidikalang | kacang sihobuk | manisan jambu,www.pemkomedan.go.id,"wlkt.jpg (https://dl.airtable.com/gE7UyADlRKiC1ZWOSrkZ_wlkt.jpg),maps.jpg (https://dl.airtable.com/Zt2FjjtTDaMudDi62MsX_maps.jpg),wklwlkt.jpg (https://dl.airtable.com/9l1FE9XtTP22kF4CvuD5_wklwlkt.jpg),loggo.jpg (https://dl.airtable.com/UBVHjVkAQV2optiuBnUe_loggo.jpg)"
KOTA PADANGSIDIMPUAN,"Kota Padangsidimpuan adalah sebuah kota di Provinsi Sumatera Utara, Indonesia. Kota Padang Sidempuan terkenal dengan sebutan Kota Salak karena di kota inilah para petani salak yang berada di Kabupaten Tapanuli Selatan (yang mengelilingi wilayah kota ini), terutama pada kawasan di kaki Gunung Lubukraya, menjual hasil panen mereka.",Sumatera Utara,,"Andar Amin Harahap, S.STP, M.Si","Muhamad Iskandar Nasution, S.SOS",114.65 km2 (44.27 mil²),198.234 jiwa,"1,700 jiwa/km2",0634,"tor simarsayang | parsariran | aek sijornih | danau siais | danau mrsabut | naggar jati | tor simago-mago | tor sibohi | Masjid Sri Alam Dunia Sipirok Mashali | 
Gereja HKBP di Sipirok dan Gereja Nomensen Parau Sorat
 | benteng huraba | pemandian aek milas sosopan",perkebunan kelapa sawit | kopi | kakao | karet | peternak kerbau | babi | sapi | kambing | itik,sidempuan | ikan arsik | holat | lomang,www.padangsidimpuankota.go.id,"walkot.jpg (https://dl.airtable.com/jzlBUq1nR92k4dMc59JQ_walkot.jpg),map.jpg (https://dl.airtable.com/Lj0ljsYDQ8xa9XDfDD9d_map.jpg),wak walkot.jpg (https://dl.airtable.com/T6Ksk6f7QyyCDQLg0d1q_wak%20walkot.jpg),loggo.jpg (https://dl.airtable.com/sjdkd0QBSSiAzyrnXTgT_loggo.jpg)"
KOTA PEMATANG SIANTAR,"Kota Pematangsiantar (sering disingkat Siantar saja) adalah salah satu kota di Provinsi Sumatera Utara, dan kota terbesar kedua di provinsi tersebut setelah Medan. Karena letak Pematangsiantar yang strategis, ia dilintasi oleh Jalan Raya Lintas Sumatera. Kota ini memiliki luas wilayah 79,97 km2 dan berpenduduk sebanyak 240.787 jiwa (2010).",Sumatera Utara,,"Hulman Sitorus, SE",,"79,97 km²",240.787 (2010),"2937,16 jiwa/km²",0622,patung dewi kwan im | air terjun katasa | air terjun hatondunan | air terjun jambuara/mamabu | taman hewan pematang siantar | pemandian sejuk swiimbath | kebun teh sidamanik | air terjun bah biak | pemandian alam bah damanik,perkebunan buah durian | perkebunan buah pisang | perkebunan umbi-umbian,kopi o | minuman cap badak | burung goreng | babi panggang | olahan ikan arsik | mie gomak | pangsit siantar | nasi galung |,www.pematangsiantarkota.go.id,"bupati.jpg (https://dl.airtable.com/HDWopkFUTiuw1eVYGlEu_bupati.jpg),map.jpg (https://dl.airtable.com/SqY3E6iT9i9K9IWzWz8w_map.jpg),logo.jpg (https://dl.airtable.com/irOZkB7nS6wqeldCe1vO_logo.jpg)"
