Kabupaten,Deskripsi,Provinsi,Ibu Kota,Bupati,Wakil Bupati,Luas Wilayah,Populasi Total,Populasi Kepadatan,Kode Area,Potensi Pariwisata,Potensi SDA,Kuliner Khas,Website Kabupaten,Attachments
KABUPATEN KONAWE SELATAN,"Kabupaten Konawe Selatan adalah salah satu Daerah Tingkat II di provinsi Sulawesi Tenggara, Indonesia. Ibukota kabupaten ini terletak di Andoolo. Kabupaten ini berasal dari hasil pemekaran Kabupaten Kendari yang disahkan dengan UU Nomor 4 tahun 2003, tanggal 25 Februari 2003.

PDRB tahun 2004 atas dasar harga berlaku mencapai Rp. 881.073.86,- juta atau naik sebesar 19,42% dibanding tahun sebelumnya sebesar Rp. 737.798,75,- juta. Atas dasar harga konstan 2000, PDRB tahun 2004 adalah sebesar Rp. 632.029,93,- juta atau naik sekitar 11,25% dari tahun sebelumnya yang mencapai Rp. 568.115,87,-

PDRB perkapita atas dasar harga berlaku meingkat dari Rp. 3.282.490,17,- pada tahun 2003 menjadi Rp. 3.520.394.84,- pada tahun 2004 atau meningkat sebesar 7,25%, sementara atas dasar harga konstan naik dari Rp. 2.525.321.68,- pada tahun 2004 menjadi Rp. 2.525.321,68,- pada tahun 2003 atau menurun 0,09%.",Sulawesi Tenggara,Andoolo,"Drs. H. Imran, M.Si",Sutoardjo Pondiu,"4.514,21 km2", 	231.534 jiwa (2005),"51,29 jiwa/km2",401,Air terjun moramo tujuh tingkat | wisata pantai pulau hari | pantai pulau lara | sumber air panas lainea | ,Padi | kacang hijau | kacang kedelai | jagung | kacang tanah | rambutan | pepaya | langsat | jambu air | durian | lada | kelapa | sawi | cabe rawit | sapi | kerbau | kuda | kambing | domba | ayam | ,Sinonggi | daun tawa huko huko | daun tawaoloho | ,konaweselatankab.go.id/,"bupati.jpg (https://dl.airtable.com/eQURZR32Jlb2ofV0Cswd_bupati.jpg),map.jpg (https://dl.airtable.com/bDnzbdYDQ0eDE91xHtpD_map.jpg),logo.jpg (https://dl.airtable.com/DsK9LrM1Tmu0Gdx1yEz9_logo.jpg)"
KABUPATEN KONAWE UTARA,"Kabupaten Konawe Utara adalah sebuah kabupaten di provinsi Sulawesi Tenggara, Indonesia. Ibukotanya adalah Asera. Kabupaten ini dibentuk berdasarkan Undang-Undang Nomor 13 Tahun 2007 pada tanggal 2 Juli 2007.

Kabupaten Konawe Utara adalah 1 dari 16 usulan pemekaran kabupaten/kota yang disetujui oleh Dewan Perwakilan Rakyat pada tanggal 8 Desember 2006. ",Sulawesi Tenggara,Wanggudu,"Drs. H. Aswad Sulaiman, M.Si",Ruksamin,"3.775,02 km2",193.480 jiwa (2008),"51,25 jiwa/km2",,Wisata bahari | pantai taipa | arum jeram | telaga tiga | air panas desa wawolesea | desa tirta | ,Cengkeh | jambu mete | kakao | kelapa | kopi | lada | nikel | kromit | emas | pasir besi | marmer | tanah liat | sapi | ,Sinonggi | ,,"bupati.jpg (https://dl.airtable.com/OWv7QBIsSGS75SQoA9BO_bupati.jpg),map.jpg (https://dl.airtable.com/IS1ACEmT8mKue2CUOAIg_map.jpg),logo.JPG (https://dl.airtable.com/JSYpBjlSgSWKxfanx10O_logo.JPG)"
KABUPATEN MUNA,"Kabupaten Muna adalah salah satu Daerah Tingkat II di provinsi Sulawesi Tenggara, Indonesia, dengan Ibu kota di Raha. Kabupaten ini memiliki luas wilayah 4.887 km² dan berpenduduk sebanyak 304.753 jiwa (2005).",Sulawesi Tenggara,Kota Raha,"H. Dr. LM. Baharuddin, M.Kes",Abdul Malik Ditu,4.887 km²,304.753 jiwa (2005),62 jiwa/km2,403,Makam sugi manuru | makam patani | makam ambona | makam sugi palola | benteng loghui | benteng lababu | makam baijul abidin | mesjid tua mutui | makam maligano | benteng kantolalo | benteng maligano |,Hutan lindung | jagung | cengkeh | kemiri | kakao | enau | asam jawa | kelapa | kopi | kapk | vanili | jambu mete | ,cucur | katumba | kambose | kacang mente | lapa lapa | ikan ceria | kolope | cumi kering | nasi bumbu | kabuto | sinonggi | ,www.munakab.go.id/,"map.jpg (https://dl.airtable.com/xMPjKhPYTWaMqt7gSpwu_map.jpg),logo.jpg (https://dl.airtable.com/DdK15UFYTLqE8WmThBGe_logo.jpg)"
KABUPATEN WAKATOBI,"Kabupaten Wakatobi adalah salah satu kabupaten di Provinsi Sulawesi Tenggara, Indonesia. Ibu kota kabupaten ini terletak di Wangi-Wangi, dibentuk berdasarkan Undang-undang Republik Indonesia Nomor 29 Tahun 2003, tanggal 18 Desember 2003. Luas wilayahnya adalah 823 km² dan pada tahun 2011 berpenduduk 94.846 jiwa.

Wakatobi juga merupakan nama kawasan taman nasional yang ditetapkan pada tahun 1996, dengan luas keseluruhan 1,39 juta hektare, menyangkut keanekaragaman hayati laut, skala dan kondisi karang yang menempati salah satu posisi prioritas tertinggi dari konservasi laut di Indonesia.",Sulawesi Tenggara,Wangi-Wangi,Ir. Hugua,Arhawi,823 km²,92.995 jiwa (BPS 2010),115 jiwa/km2,404,Wisata taman nasional | taman nasional wakatobi | pulau wangi wangi | pulau keledupa | pulau tomia | pulau binongko | pulau kaledupa | pulau tomia | pulau binongko | ,Ubi jalar | padi ladang | kacang tanah | bawang merah | terung | kacang | kangkung | kelapa | jambu mete | kelapa hibrida | pala  | kopi | sapi | kambing | ,"Kasuami | ikan parende | luluta | hebatu | 
",http://www.wakatobikab.go.id,"map.png (https://dl.airtable.com/MxjhEDT1TriiPfF7x7xY_map.png),wakil-bupati.jpg (https://dl.airtable.com/MYxutygvQAe4nt2BFvag_wakil-bupati.jpg),logo.png (https://dl.airtable.com/auofTUSkW0FIgW9C1OQw_logo.png),bupati.JPG (https://dl.airtable.com/SGgaXLwTGuJvS0T2A9P2_bupati.JPG)"
KABUPATEN MUNA BARAT,"Kabupaten Muna Barat atau disingkat Mubar merupakan salah satu kabupaten di Provinsi Sulawesi Tenggara, hasil pemekaran dari Kabupaten Muna pada pertengahan tahun 2014. Ibukota Kabupaten Muna Barat terletak di Laworo, Kecamatan Sawerigadi.",Sulawesi Tenggara,Laworo,"Drs. LM. Radjiun Tumada, M.Si",,"1022,89km2",83.362 jiwa,,403,Pulau indo | pulau apung | pantai pasir merah dan pasir putih pajala | jelajah pulau | pulau gala kecil | pulau pasi padangan | ,,"Kabuto | kambuse | katumbu | kambewe | kasoami | kadada katembe | kaparende | tunuha | 
",,"bupati.jpg (https://dl.airtable.com/GhTb3IEUQGGlzqduluki_bupati.jpg),map.png (https://dl.airtable.com/3EU9fKCsQay2IkeKLc3j_map.png)"
KOTA BAUBAU,"Kota Baubau adalah sebuah kota di Pulau Buton, Sulawesi Tenggara. Baubau memperoleh status kota pada tanggal 21 Juni 2001 berdasarkan UU No. 13 Tahun 2001.

Berdasarkan Perda No. 02 tahun 2010 tentang Penetapan Hari Jadi Kota Baubau dan Perubahan Penulisan Baubau, ditetapkan pada pasal 5 ayat 1 dan 2 bahwa nama penulisan nama Kota Bau-Bau menjadi Baubau, sesuai dengan Ejaan Yang Disempurnakan. Pada Perda tersebut juga ditetapkan bahwa hari jadi Kota Baubau pada tanggal 17 Oktober 1541. Pemilihan tahun 1541 karena tahun tersebut merupakan tahun bersejarah di bumi seribu benteng ini. Hal ini ditandai dengan terjadinya transformasi pemerintahan Kerajaan Buton menjadi Kesultanan Buton sebagai pembaharuan, yang ditandai dengan dilantiknya Lakilaponto sebagai Sultan Buton I dengan Gelar Sultan Murhum Kaimuddin Khalifatul Khamis",Sulawesi Tenggara,Bau Bau ,"Drs. A.S. Tamrin, M.H.","Wa Ode Maasra Manarfa, S.Sos.,M.Si",306 km2,136.991 jiwa,"447,68 jiwa/km2",402,Pantai kamali | pulau siompu | pulau hoga | pantai nirwana | goa lakasa | danau napabale | ,Padi sawah | jagung | ubi kayu | kacang panjang | terong | tomat | kemiri | enau | kapuk | kelapa | jambu | ,Kacang mete goreng | ,www.baubaukota.go.id/,"map.jpg (https://dl.airtable.com/LgRn6fyRZKlxVWVQB59g_map.jpg),wakil-walikota.jpg (https://dl.airtable.com/bDZpn5aLRESG7UV2PvKS_wakil-walikota.jpg),bupati.JPG (https://dl.airtable.com/8pZvbCd7QMiXPYkQuTIe_bupati.JPG),logo.jpg (https://dl.airtable.com/0iNIW8dHRSl0xaIZIBS2_logo.jpg)"
KOTA KENDARI,"Kendari adalah ibu kota Provinsi Sulawesi Tenggara, Indonesia. Kendari diresmikan sebagai kotamadya (kini kota) dengan UU RI No. 6 Tahun 1995 tanggal 27 September 1995. Kota ini memiliki luas 296,00 km² (29.600 Ha) dan berpenduduk 190.570 jiwa (2002)",Sulawesi Tenggara,Kendari ,"Dr.Ir.H. Asrun, M.Eng.Sc",H. Musadar Mappasomba SP MP,,"289,709 jiwa","980/km2 (2,500/sq mi)",401,Taman Laut wakatobi | pantai nambo | benteng keraton buton | air terjun moremo | hutan suaka tanjung paropa,Besi | kayu | ,sate pokea | sinonggi | pisang epe | ,www.kendarikota.go.id/,"wakil-walikota.JPG (https://dl.airtable.com/ZZY4txpNTLeRpO0Y0mOL_wakil-walikota.JPG),walikota.jpg (https://dl.airtable.com/D3G6pNdT3i8FolEVFA1Z_walikota.jpg),map.jpg (https://dl.airtable.com/O1VIweaTaSWCF0EdQOjZ_map.jpg),logo.jpg (https://dl.airtable.com/xZxReWHxR8yq8Uj65npA_logo.jpg)"
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
