Kabupaten,Deskripsi,Provinsi,Ibu Kota,Bupati,Wakil Bupati,Luas Wilayah,Populasi Total,Populasi Kepadatan,Kode Area,Potensi Pariwisata,Potensi SDA,Kuliner Khas,Website Kabupaten,Attachments
KABUPATEN KARANGANYAR,"Kabupaten Karanganyar adalah kabupaten di Provinsi Jawa Tengah. Pusat administrasi berlokasi di Karanganyar Kota, sekitar 14 km sebelah timur Kota Surakarta. Kabupaten ini berbatasan dengan Kabupaten Sragen di utara, Kabupaten Ngawi dan Kabupaten Magetan (Jawa Timur) di timur, Kabupaten Wonogiri di selatan, serta Kabupaten Boyolali, Kota Surakarta, dan Kabupaten Sukoharjo di barat. Kabupaten Karanganyar memiliki sebuah kecamatan enklave yang terletak di antara Kabupaten Boyolali, Kabupaten Sukoharjo, dan Kota Surakarta yaitu Kecamatan Colomadu.",Jawa Tengah,Kota Karanganyar,Juliatmono,Rohadi Widodo,"800,20 km2",750.000 jiwa (2003),"937,27 jiwa/km2",0271,Hutan Puncak Lawu | Hutan Pringgodani | Hutan Sekipan | Hutan Gunung Bromo | Hutan Grojogan Sewu | Air Terjun Jumog | Parang Ijo | Telaga Madirda,Batu Kapur | Trass | Batu Kali | Ayam Potong | Sapi Perah | Perkebunan Mangga | Perkebunan  Alpukat |  Perkebunan Duku | Kacang Tanah | Kedelai | Ubi Jalar |,Soto Karang | Sate Landak,www.karanganyarkab.go.id,"map.jpg (https://dl.airtable.com/rwBmsYjLTmqqvQsx4l2F_map.jpg),bupati.jpg (https://dl.airtable.com/B2zb48GGSdGRLWnVWUIJ_bupati.jpg),wakil-bupati.jpg (https://dl.airtable.com/P7kjrYRhTt2c6x1YT5rh_wakil-bupati.jpg),logo.jpg (https://dl.airtable.com/CiCBLgSdSCqp54fFJNjs_logo.jpg)"
KABUPATEN KEBUMEN,"Kabupaten Kebumen  adalah sebuah Kabupaten di Provinsi Jawa Tengah. Ibukotanya adalah Kebumen. Nama Kebumen konon berasal dari kabumian yang berarti sebagai tempat tinggal Kyai Bumi setelah dijadikan daerah pelarian Pangeran Bumidirja atau Pangeran Mangkubumi dari Mataram pada 26 Juni 1677, saat berkuasanya Sunan Amangkurat I. Sebelumnya, daerah ini sempat tercatat dalam peta sejarah nasional sebagai salah satu tonggak patriotik dalam penyerbuan prajurit Mataram di zaman Sultan Agung ke benteng pertahanan Belanda di Batavia. Saat itu Kebumen masih bernama Panjer.Salah seorang cicit Pangeran Senopati yaitu Bagus Bodronolo yang dilahirkan di Desa Karanglo, Panjer, atas permintaan Ki Suwarno, utusan Mataram yang bertugas sebagai petugas pengadaan logistik, berhasil mengumpulkan bahan pangan dari rakyat di daerah ini dengan jalan membeli. Keberhasilan membuat lumbung padi yang besar artinya bagi prajurit Mataram, sebagai penghargaan Sultan Agung, Ki Suwarno kemudian diangkat menjadi Bupati Panjer, sedangkan Bagus Bodronolo ikut dikirim ke Batavia sebagai prajurit pengawal pangan.",Jawa Tengah,Kebumen,"H. Buyar Winarso, SE","Djuwarni, AMd","1.581, 11 km2",1.155.437 (2008),"738,7 jiwa/km2",0287,Goa Jatijajar | Goa Petruk | Pantai Ayah | Pantai Karangbolong | Pantai Suwuk | Pantai Petanahan | Pantai Pasir | Pantai Menganti | Pantai Karangbata | Pantai Pecaron | Pantai Karang Agung,,Nasi Penggel | Sate Ambal | Soto Tamanwinangun | Soto Petanahan,www.kebumenkab.go.id,"wakil-bupati.jpg (https://dl.airtable.com/vmPu3gl5RKKBIDTaVIsf_wakil-bupati.jpg),bupati.jpg (https://dl.airtable.com/nEasF6JDSmuTXPM8UgLm_bupati.jpg),logo.jpg (https://dl.airtable.com/kKBws2MnSP27EzwZR8dE_logo.jpg),map.jpg (https://dl.airtable.com/RaTosuZsQm2I0hgEMmTW_map.jpg)"
KABUPATEN KENDAL,"Kabupaten Kendal (bahasa Jawa: Hanacaraka: ꦑꦼꦤ꧀ꦝꦭ꧀, Latin: Kendhal) adalah sebuah kabupaten di Provinsi Jawa Tengah. Ibukotanya adalah Kendal dan masuk dalam Wilayah Metropolitan Kedungsapur yang merupakan Wilayah Metropolitan terbesar keempat setelah Jabodetabek, Gerbangkertosusila, dan Bandung Raya. Kabupaten ini berbatasan dengan Laut Jawa di utara, Kota Semarang dan Kabupaten Semarang di timur, Kabupaten Temanggung di selatan, serta Kabupaten Batang di barat. Kendal juga dikenal dengan Kota Santri karena terdapat ribuan Ponpes terutama di Kecamatan Kaliwungu dan juga dikenal dengan Kota Seni dan Budaya.",Jawa Tengah,Kota Kendal,"Dr. Hj. Widya Kandi Susanti, M.M., C.D.","H. Mukh Mustamsikin, S. Ag. M.S.I","1.002,23 km2",900.313 jiwa (SP2010),"898,31 jiwa/km2",0294,Pemandian air panas Gonoharjo Nglimut | Pantai Muara Kencan  | Pantai Ngebum | Pantai Sendang Sekucing | Agrowisata kebun teh Medini | Goa Kiskendo  | Agrowisata Sekatul | Srendeng Agrowisata | Curug Semawur  | Desa Wisata Cacaban,Padi | Tembakau | Bawang Merah | Durian | Jagung | Singkong | Kacang tanah | Jambu kletek merah  | Pisang | Teh | Tebu | Kopi,Sate bumbon | Kerupuk kerambak | Sate Keong | Pecel Semanggi | Ketupat Sumpil,www.kendalkab.go.id,"bupati.jpg (https://dl.airtable.com/tB7HWlrST622bMXZD0aT_bupati.jpg),wakil-bupati.jpg (https://dl.airtable.com/BaLdgk1ZRqiG6NmrW3NQ_wakil-bupati.jpg),map.jpg (https://dl.airtable.com/VqwhSb0RfGZ9WuCDrB8D_map.jpg),logo.jpg (https://dl.airtable.com/63xpmpX8QSoMZfJzs3Qw_logo.jpg)"
KABUPATEN KLATEN,"Kabupaten Klaten adalah kabupaten di Provinsi Jawa Tengah. Pusat pemerintahan berada di Kota Klaten. Kabupaten ini berbatasan dengan Kabupaten Boyolali di utara, Kabupaten Sukoharjo di timur, serta Provinsi Daerah Istimewa Yogyakarta di selatan dan barat. Kompleks Candi Prambanan, salah satu kompleks candi Hindu terbesar di Indonesia, berada di Kabupaten Klaten.",Jawa Tengah,Kota Klaten,"Sunarna, SE, MHum",Sri Hartini,"655,56 km2",1.165.789 jiwa (2004),"1.778,31 jiwa/km2",0272,Rowo Jombor | Deles | wisata air cokro | wisata air janti | Menara Air Klaten | Candi Prambanan | Candi Sewu | Candi Plaosan | Candi Bubrah | Candi Merak,Jagung | Ubi Kayu | Ubi Jalar | Kedelai | Pisang | Nanas | Cengkeh | Kopi | Vanili,Kepelan | Ayam panggang Klaten | Sup Ayam Pecok | Nasi Tumpang Lethok | Soto Bebek | Swike | Bakmi Miroso,www.klatenkab.go.id,"map.jpg (https://dl.airtable.com/XHVPyxk6RcqQ5E8ADp8r_map.jpg),bupati.jpg (https://dl.airtable.com/mqfuOfOsSr2Xs9xZODFp_bupati.jpg),wakil-bupati.jpg (https://dl.airtable.com/5V0NhGmqQ8mdQrfzuY5Y_wakil-bupati.jpg),logo.jpg (https://dl.airtable.com/QWbD4E89QCSR39Cs3fx9_logo.jpg)"
KABUPATEN KUDUS,"Kabupaten Kudus adalah sebuah kabupaten di provinsi Jawa Tengah. Ibukota kabupaten ini adalah Kota Kudus, terletak di jalur pantai timur laut Jawa Tengah antara Kota Semarang dan Kota Surabaya. Kota ini berjarak 51 kilometer dari timur Kota Semarang.",Jawa Tengah,Kota Kudus,H. Musthofa,,"425,16 km2",777.437 jiwa (2010),"1.828,58 jiwa/km2",0291,Menara Kudus | Colo | Tugu Identitas | Kolam Renang Notosari | Kolam Renang GOR| Krida Wisata | Musemu Kretek | Kolam Renang Griptha | Air Terjun Montel | Hutan Wisata KAJAR,Pertanian Jambu Bol | Pertanian duku | Pertanian Rambutan | Pertanian durian dawe | Pertanian Mangga Menawan | Jagung | Ubi Kayu | Ubi Jalar,Soto Kudus | Lentog Tanjung | Sate Kerbau | Soto Pak Denuh,www.kuduskab.go.id,"bupati.jpg (https://dl.airtable.com/hf4BmoY2RQyQA6gJ5OFz_bupati.jpg),map.jpg (https://dl.airtable.com/DDWhg7RyOV0AvFUXtaQ7_map.jpg),logo.jpg (https://dl.airtable.com/Md6ADCfRpKiAVmxt21dA_logo.jpg)"
KABUPATEN MAGELANG,"Kabupaten Magelang adalah sebuah Kabupaten di provinsi Jawa Tengah. Ibu kota Kabupaten ini adalah Kota Mungkid. Kabupaten ini berbatasan dengan Kabupaten Temanggung dan Kabupaten Semarang di utara, Kabupaten Semarang dan Kabupaten Boyolali di timur, Daerah Istimewa Yogyakarta dan Kabupaten Purworejo di selatan, Kabupaten Wonosobo dan Kabupaten Temanggung di barat, serta Kota Magelang yang berada di tengah-tengahnya.",Jawa Tengah,Kota Mungkid,Zaenal Arifin,Zaenal Menang,"1.085,73 km2",1.219.371 jiwa (2012),"1.123,09 jiwa/km2",0293,Candi Mendut | Candi Pawon | Candi Ngawen | Candi Canggal | Candi Selogriyo | Candi Gunungsari | Candi Lumbung | Candi Pendem | Candi Asu,,,www.magelangkab.go.id,"bupati.jpg (https://dl.airtable.com/DWa9x7TVT6xVU1LAsxg6_bupati.jpg),map.jpg (https://dl.airtable.com/NIoRUR9DRd2vjtaBBlF6_map.jpg),wakil-bupati.jpg (https://dl.airtable.com/ToPsnqSpTqWtFCXU5JtI_wakil-bupati.jpg),logo.jpg (https://dl.airtable.com/233Td6QuSdCL9uTh0aOT_logo.jpg)"
KABUPATEN PATI,"Kabupaten Pati adalah sebuah kabupaten di Provinsi Jawa Tengah. Ibukotanya adalah Pati. Kabupaten ini berbatasan dengan Laut Jawa di utara, Kabupaten Rembang di timur, Kabupaten Blora dan Kabupaten Grobogan di selatan, serta Kabupaten Kudus dan Kabupaten Jepara di barat. Kabupaten ini terkenal dengan semboyan Pati Bumi Mina Tani.",Jawa Tengah,Pati,Haryanto,Budiyono,"1.419,07 km2",1.189.000 jiwa (2003),"1.419,07 km2",0295,Pantai Banyutowo | Pulau Seprapat | Air Terjun Widodaren | Air Terjun Santi | Air Terjun Grenjengan Sewu | Air Terjun Tadah Hujan | Gua Wareh | Gua Pancur | Waduk Gunung Rowo | Waduk Seloromo,Kacang tanah | ketela pohon | kelapa kopyor | kopi | tebu |,Nasi gandul | mangut ndas manyung | soto kemiri | petis kambing runting | kotokan gereh tongkol | sego tewel | kempleng urang | botok masin sayur tempe bosok,www.patikab.go.id,"bupati.jpg (https://dl.airtable.com/0IbVlpgJRd2Q0Aao3BDH_bupati.jpg),wakil-bupati.jpg (https://dl.airtable.com/XvjGb2H1QuajLLbE088c_wakil-bupati.jpg),logo.jpg (https://dl.airtable.com/1fgMxTh9Qd2wyapRAOiw_logo.jpg),map.jpg (https://dl.airtable.com/ZtLDZWajShpaTUJBZHM0_map.jpg)"
KABUPATEN PEKALONGAN,"Kabupaten Pekalongan adalah sebuah kabupaten di Provinsi Jawa Tengah. Ibukotanya adalah Kajen. Kabupaten ini berbatasan dengan Laut Jawa dan Kota Pekalongan di utara, Kabupaten Batang di timur, Kabupaten Banjarnegara di selatan, serta Kabupaten Pemalang di barat.",Jawa Tengah,Kajen,H. Amat Antono,Fadia Arafiq,"836,13 km2",891.442 jiwa (2006),"1.066,15 jiwa/km2",0285,Museum Batik Indonesia | Curug Bajing | Gunung dan Curug Rogojembangan | Kebun The Pagilaran | Desa Wisata Lolong | Linggo Asri | Pantai Wonokerto | Curug Muntar | International Batik Center | Pantai Pasir Kencana,Ikan lele | Ikan nila | ikan bandeng | udang | kepiting | rumput laut | kakap | tuna | cumi-cumi,Taoto | Nasi Megono | Pindang Tetel | Garang Asem | Kluban,www.pekalongankab.go.id,"map.jpg (https://dl.airtable.com/DaLvsyY8QLyspuNu6igO_map.jpg),bupati.jpg (https://dl.airtable.com/tk4AeitVSluYtZcyjelm_bupati.jpg),wakil-bupati.jpg (https://dl.airtable.com/QJk4Qm37T8moi0880UIA_wakil-bupati.jpg),logo.jpg (https://dl.airtable.com/TYlRhbDSqF8kbXubeswN_logo.jpg)"
KABUPATEN PEMALANG,"Kabupaten Pemalang adalah sebuah kabupaten di provinsi Jawa Tengah. Ibukotanya adalah Kota Pemalang. Kabupaten ini berbatasan dengan Laut Jawa di utara, Kabupaten Pekalongan di timur, Kabupaten Purbalingga di selatan, serta Kabupaten Tegal di barat.",Jawa Tengah,Kota Pemalang,"H. Junaedi, S.H.,M.M.","Mukti Agung Wibowo, ST","996,09 km2",1.320.000 jiwa (2003),"1.325,18 jiwa/km2",0284,Pantai Blendung | Water Park di Pantai Widuri | Cempaka Wulung | Curug bengkawah dan Cilating | Arung jeram di tegalarja warungpring | Pemandian Moga | Curug Sibedil | Telaga Silating,Batu Gamping | Kaolin | Diorit | Batu marmer,Bakso balungan | Pecak belut | Nasi grombyang |,www.pemalangkab.go.id,"bupati.jpg (https://dl.airtable.com/sD5Sok9aT0CUTbO4IBqo_bupati.jpg),logo.jpg (https://dl.airtable.com/NimbKxHPQ5q90wXjIUCu_logo.jpg),map.jpg (https://dl.airtable.com/53Mvuwi3T4iYDsIPbPkR_map.jpg),wakil-bupati.jpg (https://dl.airtable.com/EzApw2BeRbiPSyR7eCkz_wakil-bupati.jpg)"
KABUPATEN PURBALINGGA,"Kabupaten Purbalingga adalah sebuah kabupaten di Provinsi Jawa Tengah. Ibukotanya adalah Purbalingga. Kabupaten ini berbatasan dengan Kabupaten Pemalang di utara, Kabupaten Banjarnegara di timur dan selatan, serta Kabupaten Banyumas di barat dan selatan.",Jawa Tengah,Kota Purbalingga,"Drs. H. Sukento Ridho Marhaendrianto, M.M.",Tasdi,"777,64 km2",848.952 jiwa (SP2010),"1.091,7 jiwa/km2",0281,Wisata air Owabong | Gua Lawa | Wisata Agro Kebun Strawberry | Gunung Lompong | Desa Wisata Karangbanjar | Museum Uang  | Purbasari Pancuran Mas | Gunung Slamet,Padi | Jagung | Ubi Jalar | bawang putih | mentimun | cabai | wortel,Sroto | Buntil | Mendoan |Kluban | Soto khas Purbalingga,www.purbalinggakab.go.id,"map.jpg (https://dl.airtable.com/r0IV3iVSkK2l3I6xLuWQ_map.jpg),wakil-bupati.jpg (https://dl.airtable.com/NYnHomTJSSdcV86ooU8w_wakil-bupati.jpg),bupati.JPG (https://dl.airtable.com/7yTcl9iRGusdU9TQo4WQ_bupati.JPG),logo.jpg (https://dl.airtable.com/IFMzkpXySYu9YyzNIDOi_logo.jpg)"
KOTA MAGELANG,"Kota ini terletak di tengah kabupaten Magelang. Karena memang dulunya Kota Magelang adalah ibukota dari Kabupaten Magelang sebelum mendapat kebijakan untuk mengurus rumah tangga sendiri sebagai sebuah kota baru. Kota Magelang memiliki posisi yang strategis, karena berada di jalur utama Semarang-Yogyakarta. Kota Magelang berada di 15 km sebelah Utara Kota Mungkid, 75 km sebelah selatan Semarang, dan 43 km sebelah utara Yogyakarta.",Jawa Tengah ,Kota Magelang ,Ir. H. Sigit Widyonindito,Joko Prasetyo,"18,12 km²",120.000 (2003),6.623 jiwa /km2,0293,Taman kyai langgeng | pecinan jalan pemuda dan pusat belanja | bukit tidar | borobudur international golf | taman badaan | alun alun kota magelang | gor samapta | taman panca arga ,Kubis | timun | ketela pohon | cabai | bawang | sawi | jagung | cenegkih | ,Wedang kacang | kuah ikan beong | kupat tahu magelang | mie godhog | sego godhog | sop snerek | ,http://www.magelangkota.go.id/,"walikota.jpg (https://dl.airtable.com/y4Edo66JS02WpIHdbfZu_walikota.jpg),maps.png (https://dl.airtable.com/K5rbtJp9QHupIT4IHJgI_maps.png),wakil-walikota.jpg (https://dl.airtable.com/5aAffGYQs6ZIlbtd2dOJ_wakil-walikota.jpg),logo.png (https://dl.airtable.com/KqhS2GWkSOCBeZWzAoBs_logo.png)"
KOTA PEKALONGAN,"Kota Pekalongan adalah salah satu kota pusat pertumbuhan ekonomi di Jawa Tengah yang berbatasan dengan Laut Jawa di utara, Kabupaten Batang di timur, serta Kabupaten Pekalongan di sebelah selatan dan barat. Pekalongan terdiri atas 4 kecamatan, yakni Pekalongan Barat, Pekalongan Utara, Pekalongan Timur, dan Pekalongan Selatan.
Kota ini terletak di jalur Pantura yang menghubungkan Jakarta-Semarang-Surabaya. Pekalongan berjarak 101 km sebelah barat Semarang, atau 384 sebelah timur Jakarta. Pekalongan dikenal dengan julukan kota batik, karena batik Pekalongan memiliki corak yang khas dan variatif. Kota Pekalongan masuk jaringan kota kreatif UNESCO dalam kategori crafts & folk art pada Desember 2014 dan memiliki city branding World's city of Batik.Transportasi di kota ini pun sudah cukup berkembang, karena terdapat terminal besar, stasiun, dan taksi. Makanan khas Pekalongan adalah megono, yakni irisan nangka dicampur dengan sambal bumbu kelapa. Makanan ini umumnya dihidangkan saat masih panas dan dicampur dengan petai dan ikan bakar sebagai menu tambahan.Kota Pekalongan terkenal dengan nuansa religiusnya karena mayoritas penduduknya memeluk agama Islam. Ada beberapa adat tradisi di Pekalongan yang tidak dijumpai di daerah lain misalnya: syawalan, sedekah bumi, dan sebagainya. Syawalan adalah perayaan tujuh hari setelah lebaran dan sekarang ini disemarakkan dengan pemotongan lopis raksasa yang memecahkan rekor MURI oleh wali kota untuk kemudian dibagi-bagikan kepada pengunjung.",Jawa Tengah ,Kota Pekalongan ,"H. Achmad Alf Arslan Djunaid, S.E.",Saelany Mahfudz,"45,25 Km²",298.595 jiwa (2015),15.499 jiwa /km2 ,0285,Pantai Pasir kencana | pantai slamaran indah | museum batik nasional | pek chun | pekalongan batik fiesta ,Ikan cupang | koi | manfish koki | niasa | redfin | lemon | komet | arwana | aligator | ,Nasi uwet | olahan daging kambing | garang asem masduki | sop buntut bu leman | kepala manyung | es durian ,http://www.pekalongankota.go.id,"maps.png (https://dl.airtable.com/txftscrSR0eRKqwYrMvg_maps.png),wakil-walikota.jpg (https://dl.airtable.com/16XUFNGbRmWMkWTCUb3t_wakil-walikota.jpg),walikota.jpg (https://dl.airtable.com/NmK6kmATDK5ufXlJ9ogi_walikota.jpg),logo.jpg (https://dl.airtable.com/ZXkRW31cR0qsbG7Rw404_logo.jpg)"
KOTA SALATIGA,"Kota Salatiga adalah sebuah kota di Provinsi Jawa Tengah. Kota ini berbatasan sepenuhnya dengan Kabupaten Semarang. Salatiga terletak 49 km sebelah selatan Kota Semarang atau 52 km sebelah utara Kota Surakarta, dan berada di jalan negara yang menghubungan Semarang-Surakarta. Salatiga terdiri atas 4 kecamatan, yakni Argomulyo, Tingkir, Sidomukti, dan Sidorejo. Kota ini berada di lereng timur Gunung Merbabu, sehingga membuat kota ini berudara cukup sejuk. Mulai tahun 2014 direncanakan pemekaran wilayah di dalam kota Salatiga segera terwujud, yaitu membagi kelurahan Kutowinangun menjadi 2 wilayah sehingga menjadi kelurahan Kutowinangun Lor (utara) dan Kelurahan Kutowinangun Kidul (selatan) mengingat wilayah yang luas dan jumlah penduduk yang padat serta permintaan dari warga sebagai latar belakang pemekaran wilayah dan sudah diajukan kepada pemerintah negara Republik Indonesia . Dari letak administratif yang ada menjadikan kota Salatiga menduduki peringkat luas wilayah ke-18 kotamadya terkecil di Indonesia.",Jawa Tengah ,Kota Salatiga ,"Yulianto SE, MM",H. Muh Haris SS. M.si,"56,781 km2","186,087 jiwa (2013)","3,28 jiwa/km2",0298,Agrowisata Salib Putih | wahana air atlantic dreamland | kolam renang kalitaman | cagar budaya prasasti plumpungan | desa wisata tingkir lor | wisata budaya suran ki hajar sampurno | wisata budaya tirakatan hari jadi | wisata budaya kirab budaya hari jadi | ,Cengkeh | padi ladang | ubi kayu | kunyit | lengkuas | jahe | karet | jarak | kakao | kapas | kelapa | kemiri | kencur | ,Bakso babat | mie salatiga | sayur tumpang koyor | sate sapi suruh | gecok kikil | pecel keong | gempong pleret | sup buah | wedang ronde | klepon | grontol | kapur ,http://salatigakota.go.id,"maps.png (https://dl.airtable.com/8WsHpavGS6n1wXhRDJ8A_maps.png),wakil-walikota.jpg (https://dl.airtable.com/6epkJXnCSJi3aSj1KhiB_wakil-walikota.jpg),walikota.jpg (https://dl.airtable.com/HeMzoO6zRDjicTZe2PPb_walikota.jpg),logo.png (https://dl.airtable.com/rcm6sLnJSKTotOZ24ucQ_logo.png)"
KOTA SEMARANG,"Kota Semarang  adalah ibukota Provinsi Jawa Tengah, Indonesia sekaligus kota metropolitan terbesar kelima di Indonesia sesudah Jakarta, Surabaya, Bandung, dan Medan.Sebagai salah satu kota paling berkembang di Pulau Jawa, Kota Semarang mempunyai jumlah penduduk yang hampir mencapai 2 juta jiwa dan siang hari bisa mencapai 2,5 juta jiwa. Bahkan, Area Metropolitan Kedungsapur (Kendal, Demak, Ungaran Kabupaten Semarang, Kota Salatiga, dan Purwodadi Kabupaten Grobogan) dengan penduduk sekitar 6 juta jiwa, merupakan Wilayah Metropolis terpadat keempat, setelah Jabodetabek (Jakarta), Gerbangkertosusilo (Surabaya), dan Bandung Raya. Dalam beberapa tahun terakhir, perkembangan Semarang ditandai pula dengan munculnya beberapa gedung pencakar langit di beberapa sudut kota. Sayangnya, pesatnya jumlah penduduk membuat kemacetan lalu lintas di dalam Kota Semarang semakin macet. Kota Semarang dipimpin oleh wali kota Hendrar Prihadi, S.E, M.M dan wakil wali kota Ir. Hj. Hevearita Gunaryanti Rahayu. Kota ini terletak sekitar 558 km sebelah timur Jakarta, atau 312 km sebelah barat Surabaya, atau 621 km sebalah barat daya Banjarmasin (via udara). Semarang berbatasan dengan Laut Jawa di utara, Kabupaten Demak di timur, Kabupaten Semarang di selatan, dan Kabupaten Kendal di barat.Luas Kota 373.67 km2.",Jawa Tengah ,Kota Semarang ,"Hendrar Prihadi, S.E, M.M.",Hevearita Gunaryanti Rahayu,373.67 km2 (144.27 mil²),1.773.905 jiwa,"4.747/km2 (12,290/sq mi)",024,Pulau tirangcawang | pantai tirang | pantai marina | pantai maron | goa kreo | taman lele semarang | museum muri | museum perkembangan islam jawa tengah | museum jamu nyonya meneer |,Andesit | basalt | pasir dan batu | ,Lumpia | roti ganjel rel | tahu bakso | mochi moaci gemini | bandeng juwana | wingko babat | brilian super cake | ,www.semarangkota.go.id,"map.jpg (https://dl.airtable.com/eDgTIqH4TWaViQYmnF3t_map.jpg),wakil-walikota.jpg (https://dl.airtable.com/yVPDWrCwQOdVlTz9b1yE_wakil-walikota.jpg),logo.jpg (https://dl.airtable.com/mY8wGCNCT3OPerXekzir_logo.jpg),walikota.jpg (https://dl.airtable.com/1Dx8k6kpRvCsdecP39A5_walikota.jpg)"
KOTA SURAKARTA,"Kota Surakarta juga disebut Solo atau Sala (ꦱꦭ), adalah wilayah otonom dengan status kota di bawah Provinsi Jawa Tengah, Indonesia, dengan penduduk 503.421 jiwa (2010) dan kepadatan 13.636/km2. Kota dengan luas 44 km2, ini berbatasan dengan Kabupaten Karanganyar dan Kabupaten Boyolali di sebelah utara, Kabupaten Karanganyar dan Kabupaten Sukoharjo di sebelah timur dan barat, dan Kabupaten Sukoharjo di sebelah selatan. Sisi timur kota ini dilewati sungai yang terabadikan dalam salah satu lagu keroncong, Bengawan Solo. Bersama dengan Yogyakarta, Surakarta merupakan pewaris Kesultanan Mataram yang dipecah melalui Perjanjian Giyanti, pada tahun 1755",Jawa Tengah ,Kota Surakarta ,F.X. Hadi Rudyatmo,Dr. H. Achmad Purnomo,44.03 km2 (17.00 mil²),"503,421","11,000/km2 (30,000/sq mi)",0271,Keraton kasunanan surakarta | kebun binatang taru jurug | museum radya pustaka | ngarsopura Night Market Solo | Museum Batik Danar Hadi Solo | Pasar Klewer Solo | Galabo Solo | Taman Hiburan Rakyat (THR) Sriwedari Solo | Istana/ Pura Mangkunegaran | ,Kayu lapis | garam | pupuk | perhutanan ,Nasi liwet | gudeg ceker | pecel | sate buntel | tengkleng | timlo | soto | bakso | mie ayam | tahu ketupat ,www.surakarta.go.id/,"map.jpg (https://dl.airtable.com/3XKUbvRTWyFr5BJsEGQA_map.jpg),wakil-walikota.jpg (https://dl.airtable.com/gatZgP1sSpWqr35ySgjw_wakil-walikota.jpg),walikota.jpg (https://dl.airtable.com/qvVB93P6RmGS4fbm7iB9_walikota.jpg),logo.jpg (https://dl.airtable.com/HORYndhwS42JjFLrkUiV_logo.jpg)"
KOTA TEGAL,"Kota Tegal adalah salah satu wilayah otonom di provinsi Jawa Tengah. Kota ini pernah menjadi cikal-bakal berdirinya Korps Marinir seperti tercatat dalam Pangkalan IV ALRI Tegal dengan nama Corps Mariniers, pada 15 November 1945. Kota Tegal berbatasan dengan Kabupaten Brebes di sebelah barat, Laut Jawa di sebelah utara, serta Kabupaten Tegal di sebelah selatan dan timur. Hari jadi Kota Tegal adalah 12 April 1580.Kota Tegal berada di jalur pantai utara (pantura) Jawa Tengah, terletak 165 km sebelah barat Kota Semarang atau 329 km sebelah timur Jakarta. terletak di antara 109°08’ - 109°10’ Bujur Timur dan 6°50’ - 6°53’ Lintang selatan, dengan wilayah seluas 39,68 Km² atau kurang lebih 3.968 Hektar. Kota Tegal berada di wilayah Pantura, dari peta orientasi Provinsi Jawa Tengah berada di Wilayah Barat, dengan bentang terjauh utara ke selatan 6,7 Km dan barat ke timur 9,7 Km.",Jawa Tengah ,Kota Tegal ,Hj. Siti Masitha Soeparno," 	Drs. H. M. Nursholeh, M.M.Pd.","39,467 km2",253.072 jiwa,"6.412,24 jiwa/km2",0283,Pemandian air panas guci tegal | pantai purwahamba indah tegal | tirta waduk cacaban tegal | agro wisata loco antik | curug cantel bumijawa tegal | alam curug putri tegal | panntai alam indah tegal | air gerbang mas bahari waterpark tegal | wisata telaga air cempaka tegal | wisata rita park tegal ,Palawija | lempuyang | temulawak | buncis | terong | kelapa | cengkeh | kapok | panili | lada | teh | ,Tahu aci | glothak | sate kambing tegal | soto senggol | nasi lengko | rujak kangkung | ,www.tegalkota.go.id,"walikota.jpg (https://dl.airtable.com/uaBpsYASqCNn3laFi5Zt_walikota.jpg),wakil-walikota.jpg (https://dl.airtable.com/d91ip4ErROEW46bCB47Z_wakil-walikota.jpg),map.jpg (https://dl.airtable.com/eN99fYLwQHdSdnqDJ1iD_map.jpg),logo.jpg (https://dl.airtable.com/KRhptoRSKenOjrXvIpgQ_logo.jpg)"
KABUPATEN PURWOREJO,"Kabupaten Purworejo adalah sebuah kabupaten di Provinsi Jawa Tengah. Ibukota berada di kota Purworejo. Kabupaten ini berbatasan dengan Kabupaten Wonosobo dan Kabupaten Magelang di utara, Kabupaten Kulon Progo (Provinsi Daerah Istimewa Yogyakarta di timur), Samudra Hindia di selatan, serta Kabupaten Kebumen di sebelah barat.Bagian selatan wilayah Kabupaten Purworejo merupakan dataran rendah. Bagian utara berupa pegunungan, bagian dari Pegunungan Serayu. Di perbatasan dengan DIY, membujur Pegunungan Menoreh.",Jawa Tengah ,Purworejo,"Agus Bastian , SE,MM ","Yuli Hastuti , SH",1.034 km2,948.000 jiwa (2010),"916,83 jiwa/km2",0275,Curug silangit | wisata alam hutan purworejo | pantai jatimalang | pantai ketawang | masjid agung purworejo | museum tosan aji | goa seplawan | puncak geger menjangan | benteng pendem | curug muncar ,Ubi kayu | buah pisang | kunyit | jahe | kapulaga | kemukus | temulawak | kencur | kopi | karet | kakao | vanili | ikan gurami ,Dawet hitam | tahu kupat | geblek | clorot | rengginang | lanting | kue satu | kue lompong | tiwul punel | krimpying | awuggawug | lapis ,http://www.purworejokab.go.id,"map.jpg (https://dl.airtable.com/xxKtYWGRVSK5u7zYqxYH_map.jpg),bupati.JPG (https://dl.airtable.com/tT70huDT9eSwZNiv9m21_bupati.JPG),wakil-bupati.jpg (https://dl.airtable.com/2DL1v8a9ROmjUe68hEA2_wakil-bupati.jpg),logo.jpg (https://dl.airtable.com/GCi627NyTfqwWEyWJuVU_logo.jpg)"
