Kabupaten,Deskripsi,Provinsi,Ibu Kota,Bupati,Wakil Bupati,Luas Wilayah,Populasi Total,Populasi Kepadatan,Kode Area,Potensi Pariwisata,Potensi SDA,Kuliner Khas,Website Kabupaten,Attachments
KOTA BANDUNG,"Kota Bandung merupakan kota metropolitan terbesar di Provinsi Jawa Barat, sekaligus menjadi ibu kota provinsi tersebut. Kota ini terletak 140 km sebelah tenggara Jakarta, dan merupakan kota terbesar ketiga di Indonesia setelah Jakarta dan Surabaya menurut jumlah penduduk. Selain itu, Kota Bandung juga merupakan kota terbesar di wilayah Pulau Jawa bagian selatan. Sedangkan wilayah Bandung Raya (Wilayah Metropolitan Bandung) merupakan metropolitan terbesar ketiga di Indonesia setelah Jabodetabek dan Gerbangkertosusila (Gerbangkertosusilo).",Jawa Barat,Kota Bandung,"Muhammad Ridwan Kamil, S.T., M.U.D",Oded Muhamad Danial,"167,30 km2","2,771,138 jiwa",14.494 jiwa/Km2,022,Monumen Perjuangan Jawa Barat | Monumen Bandung Lautan Api | Monumen Penjara Banceuy | Monumen Kereta Api,Jagung | Kedelai | Kentang | Nanas | Pisang | Ubi Jalar | Ubi Kayu | Sapi | Domba | Kambing | Kerbau | Kuda,Peuyeum | Colenak | Surabi | Cireng | Cilok | Cimol | Batagor | Comro | Misro | Seblak | Bajigur | Bandrek,www.bandung.go.id,"bupati.jpg (https://dl.airtable.com/SqexSSKbTveHoeMiLc1B_bupati.jpg),logo.jpg (https://dl.airtable.com/DxFsYnTSGvAfboha3w9g_logo.jpg),wakil-bupati.jpg (https://dl.airtable.com/z50adZVLSPK0tcu9GRWq_wakil-bupati.jpg),map.jpg (https://dl.airtable.com/oBGXerAGTQ6qt92gJqZf_map.jpg)"
KOTA BANJAR,"Kota Banjar, adalah sebuah kota di Tatar Pasundan Provinsi Jawa Barat, Indonesia. Kota Banjar berada di perbatasan dengan Provinsi Jawa Tengah, yakni dengan Kabupaten Cilacap. Banjar merupakan menjadi pintu gerbang utama jalur lintas selatan Jawa Barat. Untuk membedakannya dengan Banjarnegara yang berada di Jawa Tengah, kota ini sering disebut juga Banjar Patroman (dari nama asal ""Banjar Pataruman"").",Jawa Barat,Kota Banjar,Hj. Ade Uu Sukaesih,"drg. H. Darmadji Prawirasetia, M.Kes.","113,49 km2",176.520 jiwa,"1.555,38 jiwa/km2",0265,Situ Mustika | Situ Leutik | Rawa Onom | Kokoplak,Karet | Kelapa | Kopi | Kakao | Lada | Cengkeh | Aren | Vanili | Kemiri | Melinjo | Jarak | Andesit | Pasir | Tanah liat | Padi | Palawija,Rangicok | Soto Banjar,http://www.banjar-jabar.go.id,"bupati.jpg (https://dl.airtable.com/28vAdvHRjaFGqwNKVywQ_bupati.jpg),map.jpg (https://dl.airtable.com/vQ5wjS3WSx2TjnX0VGrx_map.jpg),wakil-bupati.jpg (https://dl.airtable.com/mHliABvBRn2ZO02mzQ3a_wakil-bupati.jpg),logo.jpg (https://dl.airtable.com/bsONRLCKQHax6Q345RnQ_logo.jpg)"
KOTA BEKASI,"Kota Bekasi merupakan salah satu kota yang terdapat di provinsi Jawa Barat, Indonesia. Nama Bekasi berasal dari kata bagasasi yang artinya sama dengan candrabaga yang tertulis dalam Prasasti Tugu era Kerajaan Tarumanegara, yaitu nama sungai yang melewati kota ini. Kota ini sekarang berada dalam lingkungan megapolitan Jabodetabek dan menjadi kota besar ke empat di Indonesia. Saat ini Kota Bekasi berkembang menjadi tempat tinggal kaum urban dan sentra industri, kota bekasi juga dijuluki sebagai Kota Patriot dan Kota Pejuang.",Jawa Barat,Kota Bekasi,Dr. H. Rahmat Effendi,H. Ahmad Syaikhu,210.49 km2,2.334.871 jiwa (2010),"11,000/km2 (29,000/sq mi)",021,Taman Budaya Indonesia Jaya |  Waterboom Lippo Cikarang | Klenteng Hok Lay Kiong | Gedung Juang 45 | Saung Ranggon | Danau Cibeureum | Pantai Muara Beting | Wisata Rumah Pohon | Hutan Kota | Danau Marakas,Jagung | Kedelai | Pisang | Ubi Jalar | Ubi Kayu | Kopi | Kelapa,Sayur gabus pucung | dodol betawi | kue akar kelapa | kue rengginang | kue sagon | kue geplak | kue duit | kue gipang,www.bekasikota.go.id,"wakil-bupati.jpg (https://dl.airtable.com/YymPGx6yThKKMqUOc2kt_wakil-bupati.jpg),bupati.jpg (https://dl.airtable.com/kou37bRvuUPbKbFAAtKw_bupati.jpg),logo.jpg (https://dl.airtable.com/ku2V7jM2TGiyH4xkthp7_logo.jpg),map.jpg (https://dl.airtable.com/RiI9aaDXRJy8R3WmxeJO_map.jpg)"
KOTA BOGOR,"Kota Bogor adalah sebuah kota di Provinsi Jawa Barat, Indonesia. Kota ini terletak 59 km sebelah selatan Jakarta, dan wilayahnya berada di tengah-tengah wilayah Kabupaten Bogor. Dahulu luasnya 21,56 km², namun kini telah berkembang menjadi 118,50 km² dan jumlah penduduknya 949.066 jiwa (2010). Bogor dikenal dengan julukan kota hujan, karena memiliki curah hujan yang sangat tinggi.. Bogor (berarti ""enau"") telah lama dikenal dijadikan pusat pendidikan dan penelitian pertanian nasional. Di sinilah berbagai lembaga dan balai penelitian pertanian dan biologi berdiri sejak abad ke-19. Salah satunya yaitu, Institut Pertanian Bogor, berdiri sejak awal abad ke-20.",Jawa Barat,Kota Bogor,Dr. Bima Arya Sugiarto,Ir. Usman Hariman,118.50 km2,950.334 jiwa (2010),"8,019.69/km2",0251,Kebun Raya Bogor | Istana Bogor | Museum Zoologi | Museum Etnobotani | Prasasti Batu Tulis | Danau Situgede | Taman Topi | Museum Tanah | Museum PETA | Museum Perjuangan,,Toge goreng | Bapatong | Laksa Bogor | Doclang | Cungkring | Ngo Hiang | Pepes Sagu | Es Pala,www.kotabogor.go.id,"bupati.JPG (https://dl.airtable.com/ohRfGBrKQR2B6TT68VUO_bupati.JPG),map.jpg (https://dl.airtable.com/TaMpG3USsioUNxVvfJBh_map.jpg),logo.jpg (https://dl.airtable.com/xhijoL6YTialMR06OYKt_logo.jpg),wakil-bupati.jpg (https://dl.airtable.com/FRsnGPK2QZi4flSGmzTN_wakil-bupati.jpg)"
KOTA CIMAHI,"Kota Cimahi adalah sebuah kota di Provinsi Jawa Barat, Indonesia. Kota ini terletak di antara Kabupaten Bandung dan Kabupaten Bandung Barat. Cimahi dahulu bagian dari Kabupaten Bandung, yang kemudian ditetapkan sebagai kota administratif pada tanggal 29 Januari 1976. Pada tanggal 21 Juni 2001, Cimahi ditetapkan sebagai kota otonom. Kota Cimahi terdiri atas 3 kecamatan, yang dibagi lagi atas 15 kelurahan.",Jawa Barat,Kota Cimahi,"Hj. Atty Suharti Tochija, S.E.","Drs. H. Sudiarto, SE.Ak","48,42 km²",483.000 jiwa (2003),9.975jiwa/km2,022,Kampung Adat Cirendeu | Rumah Sakit Tk. II Dustira |Stasiun Cimahi | Baros Information  Technology Creative | Taman Kupu-kupu,Padi | Jagung | Ubi Jalar | Ubi Kayu,Keripik daun singkong | Kue Semprong,www.cimahikota.go.id,"wakil-bupati.jpg (https://dl.airtable.com/GIyJnfVQ4i30Lw1WDKEP_wakil-bupati.jpg),map.jpg (https://dl.airtable.com/CfaUci1THym1T1pzmk9F_map.jpg),bupati.jpg (https://dl.airtable.com/YjNupU4kQrex1tEde1gN_bupati.jpg),logo.jpg (https://dl.airtable.com/7x2yx1jdSWFj07vN1xg0_logo.jpg)"
KOTA CIREBON,"Kota Cirebon adalah salah satu kota yang berada di Provinsi Jawa Barat, Indonesia. Kota ini berada di pesisir utara Pulau Jawa atau yang dikenal dengan jalur pantura yang menghubungkan Jakarta-Cirebon-Semarang-Surabaya. Pada awalnya Cirebon berasal dari kata sarumban, Cirebon adalah sebuah dukuh kecil yang dibangun oleh Ki Gedeng Tapa. Lama-kelamaan Cirebon berkembang menjadi sebuah desa yang ramai yang kemudian diberi nama Caruban[5] (carub dalam bahasa Cirebon artinya bersatu padu). Diberi nama demikian karena di sana bercampur para pendatang dari beraneka bangsa diantaranya Sunda, Jawa, Tionghoa, dan unsur-unsur budaya bangsa Arab), agama, bahasa, dan adat istiadat. kemudian pelafalan kata caruban berubah lagi menjadi carbon dan kemudian cerbon.",Jawa Barat,Kota Cirebon,"Drs. Nasrudin Azis, S.H.",Ano Sutrisno,"37,36 km2",2.957.257 jiwa (2013),"2.761,08 jiwa/km2",0231,Wanawisata Ciwaringin | Desa Wisata Cikalahang | Situ Sedong | Taman Ade Irma Suryani Nasution | Keraton Kasepuhan | Keraton Kanoman | Masjid Agung Sang Cipta Rasa | Taman Sari Gua Sunyaragi | Banyu Panas Palimanan | Kampung Batik Trusmi | Kampung Batik Trusmi,Kelapa | Cengkeh | Kopi | Kenanga | Tebu Rakyat | Lada | Kapuk | Melinjo,Empal Gentong | Tahu Gejrot | Docang | Nasi Jamblang | Sate Kalong, www.cirebonkota.go.id,"wakil-bupati.jpg (https://dl.airtable.com/H2yATOsRDCau5bGwR55w_wakil-bupati.jpg),bupati.jpg (https://dl.airtable.com/PAW0dyvqQVS5DCFJSEqj_bupati.jpg),map.jpg (https://dl.airtable.com/n8XyaVE0QLWJitHH6fiX_map.jpg),logo.jpg (https://dl.airtable.com/0V06CtaATwSq4TVWOpbr_logo.jpg)"
KOTA DEPOK,"Kota Depok adalah sebuah kota di Provinsi Jawa Barat, Indonesia. Kota ini terletak tepat di selatan Jakarta, yakni antara Jakarta-Bogor. Depok dahulu adalah kota kecamatan dalam wilayah Kabupaten Bogor, yang kemudian mendapat status kota administratif pada tahun 1982. Sejak 20 April 1999, Depok ditetapkan menjadi kotamadya (sekarang: kota) yang terpisah dari Kabupaten Bogor. Kota Depok terdiri atas 11 kecamatan, yang dibagi menjadi 63 kelurahan. Depok merupakan kota penyangga Jakarta. Ketika menjadi kota administratif pada tahun 1982, penduduknya hanya 240.000 jiwa, dan ketika menjadi kotamadya pada tahun 1999 penduduknya 1,2 juta jiwa. Universitas Indonesia (kecuali Fakultas Kedokteran, Fakultas Kedokteran Gigi, dan sebagian Program Pasca Sarjana) berada di wilayah Kota Depok.",Jawa Barat,Kota Depok,"Dr. Ir. H. Nur Mahmudi Ismail, M.Sc.","K.H. Dr. Idris Abdul Shomad, M.A.","200,29 km2",1.738.570 jiwa (2010),8.746/km2,021,Masjid Kubah Emas | Godong Ijo | Kampung 99 | Kawasan Bangunan Kolonial,Jagung | Ubi Kayu | Ubi Jalar | Nanas | Pisang | Belimbing,Bir Pletok | Jus Belimbing | Dodol Belimbing | Es Pocong,www.depok.go.id,"wakil-bupati.jpg (https://dl.airtable.com/qeoVXVuISsWs07MgTbXo_wakil-bupati.jpg),map.jpg (https://dl.airtable.com/iVVvIcUUT8mRCTFHem5Q_map.jpg),bupati.jpg (https://dl.airtable.com/no5mJgM7QBi31XjjB50Q_bupati.jpg),logo.jpg (https://dl.airtable.com/cFnbsdvkRwOe8yZVoGpi_logo.jpg)"
KOTA SUKABUMI,"Kota Sukabumi, adalah sebuah kota di Provinsi Jawa Barat, Indonesia. Kota Sukabumi merupakan salah-satu kota dengan luas wilayah terkecil di Jawa Barat. Nama “SOEKA-BOEMI” pertama kali diperkenalkan pada tanggal 13 Januari 1815 ke dunia luar Sukabumi oleh administratur perkebunan bernama Andries Christoffel Johannes de Wilde, seorang berkebangsaan Belanda yang menjelajah di Sukabumi untuk mencari lokasi tanah yang cocok untuk perkebunan. Dalam laporan surveynya, Andries Christoffel Johannes de Wilde mencantumkan nama Soeka Boemi (dalam dua suku kata) sebagai tempat ia menginap di kampung Tji Colle. Ada yang mengatakan bahwa nama Sukabumi berasal dari bahasa Sunda, yaitu Suka-Bumen, yang bermakna bahwa pada kawasan yang memiliki udara sejuk dan nyaman ini membuat orang-orang suka bumen-bumen atau menetap. Penjelasan yang lebih masuk akal adalah bahwa nama ""Sukabumi"" berasal dari bahasa Sansekerta suka, ""kesenangan, kebahagiaan, kesukaan"" dan bhumi, ""bumi"". Jadi ""Sukabumi"" artinya ""bumi kesukaan"".",Jawa Barat,Kota Sukabumi,"H. Mohamad Muraz, S.H, M.M.","H. Achmad Fahmi,S.Ag, M.M.",48.25 km2,298.681 jiwa,"6,200jiwa/km2 ",0266,Taman Rekreasi Salabintana | Sumber Air Panas Cikundul | Pantai Cibangban | Sungai Citarik  | Sungai Cicatih | Goa Buniayu | Pantai Ujung Genteng,Kelapa | Jagung | Kedelai | Ubi Jalar | Ubi Kayu | ,Bandros | Mochi | Tutug Oncom | Geco,http://sukabumikota.go.id/,"logo.jpg (https://dl.airtable.com/yml2RbmjRvKtUFTIKHkc_logo.jpg),map.jpg (https://dl.airtable.com/ZKGDyOrORZmI92aPSCFd_map.jpg),wakil-bupati.JPG (https://dl.airtable.com/7WvykUsOR6GuS3DYuSKX_wakil-bupati.JPG),bupati.JPG (https://dl.airtable.com/TWw3j9Z5TzGsVbDk5G4f_bupati.JPG)"
KOTA TASIKMALAYA,"Sejarah berdirinya Kota Tasikmalaya sebagai daerah otonomi tidak terlepas dari sejarah berdirinya kabupaten Tasikmalaya sebagai daerah kabupaten induknya. Sebelumnya, kota ini merupakan ibukota dari kabupaten Tasikmalaya, kemudian meningkat statusnya menjadi kota administratif tahun 1976, pada waktu A. Bunyamin menjabat sebagai Bupati Tasikmalaya, dan kemudian menjadi pemerintahan kota yang mandiri pada masa Pemerintahan Kabupaten Tasikmalaya dipimpin oleh bupatinya saat itu H. Suljana W.H. Sang Mutiara dari Priangan Timur itulah julukan bagi kota Tasikmalaya. Kota Tasikmalaya adalah salah satu kota di Provinsi Jawa Barat. Kota ini terletak pada 108° 08′ 38″ – 108° 24′ 02″ BT dan 7° 10′ – 7° 26′ 32″ LS di bagian Tenggara wilayah Propinsi Jawa Barat. Kota ini dahulu adalah sebuah kabupaten, namun seiring dengan perkembangan, maka terbentuklah 2 buah bentuk pemerintahan yaitu Pemerintahan Kabupaten dan Pemerintahan Kota Tasikmalaya.",Jawa Barat,Kota Tasikmalaya,Drs. H. Budi Budiman,Ir. H. Dede Sudrajat,184.38 km2,697.550 jiwa (2013),3.791.03/km2,0265,"Situ Gede| Gunung Galunggung | Cipatujah | Mata Air Tanjung Kawalu

",Jagung | Kedelai | Kentang | Nanas | Pisang | Ubi Jalar | Ubi Kayu | Kakao | Kopi | Kelapa | Cengkeh,Nasi Tutug Oncom | Sate Maranggi | Nasi Cikur | Tahu Bulat | Bubur Ayam Tasik,www.tasikmalayakota.go.id,"bupati.jpg (https://dl.airtable.com/uEHu5nbQOGKLpBXmlvbT_bupati.jpg),wakil-bupati.JPG (https://dl.airtable.com/jryft4t0RvmZSLVd8uyE_wakil-bupati.JPG),map.jpg (https://dl.airtable.com/i11b3GduQkmPGxAiIVFH_map.jpg),logo.jpg (https://dl.airtable.com/kB6uaMHQs6eT4jZ5HMs7_logo.jpg)"
KABUPATEN KUNINGAN,"Kabupaten Kuningan, adalah sebuah kabupaten di Provinsi Jawa Barat, Indonesia. Ibukotanya adalah Kuningan. Diperkirakan ± 3.500 tahun sebelum masehi sudah terdapat kehidupan manusia di daerah Kuningan, hal ini berdasarkan pada beberapa peninggalan kehidupan pada zaman pra sejarah yang menunjukkan adanya kehidupan pada zaman Neoliticum dan batu-batu besar yang merupakan peninggalan dari kebudayaan Megaliticum. Bukti peninggalan tersebut dapat dijumpai di Kampung Cipari Kelurahan Cigugur yaitu dengan ditemukannya peninggalan pra-sejarah pada tahun 1972, berupa alat dari batu obsidian (batu kendan), pecahan-pecahan tembikar, kuburan batu, pekakas dari batu dan keramik. Sehingga diperkirakan pada masa itu terdapat pemukiman manusia yang telah memiliki kebudayaan tinggi.",Jawa Barat,Kuningan,"Hj. Utje Ch. Hamid Suganda, S.Sos. M.AP.","H. Acep Purnama, S.H., M.H.","1.178,58 km2",1.140.777 jiwa (2007),"967,92 jiwa/km2",0232,Talaga Remis | Wisata Ikan Dewa Cibulan | Taman Wisata Alam Linggajati | Waduk Darma | Darmaloka,Kentang | Jagung | Kedelai | Nanas | Pisang | Ubi Jalar | Ubi Kayu | Kakao | Karet | Tebu | Kopi | Kelapa | Cengkeh,Hucap | Nasi Kasreng | Sop Buntut Bakar | Ketempling | Tahu Lamping | Kwecang,http://www.kuningankab.go.id/,"wakil-bupati.jpg (https://dl.airtable.com/jidmiDeUTbyE150lWE34_wakil-bupati.jpg),map.jpg (https://dl.airtable.com/hxqucdN2SXWop84ul1hf_map.jpg),bupati.jpg (https://dl.airtable.com/r4CsYku0SQeKUGsrpI8w_bupati.jpg),logo.jpg (https://dl.airtable.com/NXESwn2mSIyyJTpu2gqD_logo.jpg)"
KABUPATEN MAJALENGKA,"Kabupaten Majalengka, adalah sebuah kabupaten di Tatar Pasundan Provinsi Jawa Barat, Indonesia. Ibukotanya adalah Majalengka. Mayoritas Masyarakat Majalengka berasal dari etnis Sunda. Bahasa yang digunakan Bahasa Sunda, akan tetapi memiliki perbedaan beberapa arti dan kosakata dengan Bahasa Sunda di Kawasan Priangan. Bahasa Sunda di Majalengka merupakan bahasa Sunda dialek Tengah Timur. Dibeberapa wilayah Majalengka masyarakatnya merupakan Etnis Cirebon/Wong Cerbon dan menggunakan bahasa Cirebon, seperti di utara dan Timur Jatitujuh, Kertajati, Ligung, Sumberjaya dan Desa Patuanan di Kecamatan Leuwimunding.",Jawa Barat,Majalengka,"H. Sutrisno, SE, M.Si","Dr. H. Karna Sobahi, M.M.Pd.","1.204,24 km2",1.204.379 jiwa (2007),"1.000,12 jiwa/km2",0233,Kebun Teh Cipasung | Bendungan Raksaswa Rentang | Curug Muara Jaya | Curug Sawer | Curug Tonjong | Air Terjun Cibali | Kolam Renang Balong Sang Raja,Cengkeh | Teh | Tebu | Kopi | Kelapa | Jagung | Kedelai | Kentang | Nanas | Pisang | Ubi Jalar | Ubi Kayu,Surabi Oncom | Tutut | Durian Majalengka | Nasi Lengko | Pepes Jeroan | Lumpia Basah | Seblak Basah,www.majalengkakab.go.id,"map.jpg (https://dl.airtable.com/KuPNbIw8RUy7dwxJT5IL_map.jpg),bupati.jpg (https://dl.airtable.com/Wddsx8xTsOR0J99OXYdx_bupati.jpg),wakil-bupati.jpg (https://dl.airtable.com/PJ0paCRQkOwleojzpFjO_wakil-bupati.jpg),logo.jpg (https://dl.airtable.com/LX9PpaiaTPiOEoNkcLHi_logo.jpg)"
KABUPATEN PANGANDARAN,"Kabupaten Pangandaran adalah sebuah kabupaten di Provinsi Jawa Barat, Indonesia. Ibukotanya adalah Parigi. Kabupaten ini berbatasan dengan Kabupaten Ciamis dan Kota Banjar di utara, Kabupaten Cilacap di timur, Samudera Hindia di selatan, serta Kabupaten Tasikmalaya di barat.",Jawa Barat,Parigi,"Drs, H. Daud Achmad",-,2358.49 km2,450.658 jiwa,"191,07 jiwa/km2",0265,Pantai Pangandaran | Cagar Alam Pananjung | Pantai Batu Hiu | Pantai Batu Karas | Pantai Madasari | Pantai Karapyak | Cukang Taneuh,Padi | Ubi Kayu | Ubi Jalar | Kacang Tanah | Kcang Kedelai | Kacang Hijau,Pindang Gunung Pangandaran | ,http://www.pangandarankab.go.id/,"bupati.jpg (https://dl.airtable.com/XzAsjgygTKNjppQQACbA_bupati.jpg),map.jpg (https://dl.airtable.com/B98EeJF5RNG3zXXJIJgx_map.jpg),logo.jpg (https://dl.airtable.com/33cJwhFyRtihBQHTdCzS_logo.jpg)"
KABUPATEN PURWAKARTA,"Kabupaten Purwakarta, adalah sebuah kabupaten di Provinsi Jawa Barat, Indonesia. Ibu kota Kabupaten Purwakarta terletak di Purwakarta dan berjarak ±80 km sebelah timur Jakarta. Masa pendirian Republik Indonesia, Purwakarta dikenal sebagai tempat kelahiran beberapa negarawan dan pemimpin besar asal Jawa Barat. Di antaranya adalah Pahlawan Nasional Kusumah Atmaja (Ketua pertama Mahkamah Agung Republik Indonesia) dan Ipik Gandamana (Bupati pertama Kabupaten Bogor, Gubernur Jawa Barat, dan Menteri Dalam Negeri).",Jawa Barat,Purwakarta,"H. Dedi Mulyadi, S.H.",Drs. Dadan Koswara,"971,72 km2",845.509 jiwa (2009),"870,12 jiwa/km2",0264,Waduk Jatiluhur | Waduk Cirata | Situ Wanayasa | Sumber Air Panas Ciracas | Badega Gunung Parang,Teh | Kelapa | Cengkeh | Kopi | Karet | Kakao | Jagung | Kedelai | Nanas | Pisang | Ubi Jalar | Ubi Kayu,Sate Maranggi Cibungur | Peuyeum,http://purwakartakab.go.id/,"bupati.jpg (https://dl.airtable.com/VcVdpi93RCCwRARqjTFN_bupati.jpg),wakil-bupati.jpg (https://dl.airtable.com/v0yUNmBWQiSVEMlGNhMe_wakil-bupati.jpg),map.jpg (https://dl.airtable.com/xs8ArU7TwtWnB5LFFDjg_map.jpg),logo.jpg (https://dl.airtable.com/RRAs80jzR1e9kEeQd3L2_logo.jpg)"
KABUPATEN SUBANG,"Kabupaten Subang adalah sebuah kabupaten di provinsi Jawa Barat, Indonesia. Ibukotanya adalah Subang. Kabupaten ini berbatasan dengan Laut Jawa di utara, Kabupaten Indramayu di timur, Kabupaten Sumedang di tenggara, Kabupaten Bandung Barat di selatan, serta Kabupaten Purwakarta dan Kabupaten Karawang di barat.",Jawa Barat,Subang,"H. Ojang Sohandi, S.S.TP.,M.sI.","Hj. Imas Aryumningsih, S.E.","2.051,76 km2","1,501,647 jiwa (2012)",2.849 jiwa/km2,0260,Kawah Gunung Tangkuban Perahu | Ciater Highland Resort | Curug Agung | Curug Cijalu,Kentang | Nanas | Pisang | Ubi Jalar | Ubi Kayu | Jagung | Kedelai | Kakao | Karet | Tebu | Kopi | Kelapa | Cengkeh | Teh,Nasi Timbel Sambel Ulek | Ikan Bakar Etong Gedong Gede | Bakso Virgo | Oncom Dawuan | Dodol Nanas,www.subang.go.id,"wakil-bupati.jpg (https://dl.airtable.com/TuODXD56T6qQBHDAuvYx_wakil-bupati.jpg),logo.jpg (https://dl.airtable.com/xpZmAGqDQgW2svtGwn28_logo.jpg),bupati.jpg (https://dl.airtable.com/gESEaLdsSVm3S3YzvOi2_bupati.jpg),map.jpg (https://dl.airtable.com/0hYnwBwASLGlZPn7bScJ_map.jpg)"
KABUPATEN SUKABUMI,"Kabupaten Sukabumi, adalah sebuah kabupaten di Tatar Pasundan, Provinsi Jawa Barat, Indonesia. Ibukotanya adalah Palabuhanratu. Kabupaten Sukabumi merupakan kabupaten terluas kedua di Pulau Jawa setelah Kabupaten Banyuwangi di Provinsi Jawa Timur. Kabupaten ini berbatasan dengan Kabupaten Bogor di utara, Kabupaten Cianjur di timur, Samudra Hindia di selatan, serta Kabupaten Lebak di barat.",Jawa Barat,Pelabuhan Ratu,"Drs. H. Sukmawijaya, MM.",Akhmad Djaluli,4.128 km²,2.339.348 jiwa (2010),"566,7jiwa/km2",0266,Pantai Karang Hawu | Gua Lalay,Kedela | Jagung | Pisang | Ubi Jalar | Ubi Kayu | Kelapa,Taman Rekreasi Salabintana | Sumber Air Panas Cikundul,http://sukabumikab.go.id/,"map.jpg (https://dl.airtable.com/DrSkgjreRF2ynfEB1VRd_map.jpg),wakil-bupati.JPG (https://dl.airtable.com/5C6uNWFETzGvDZWymW7t_wakil-bupati.JPG),bupati.jpg (https://dl.airtable.com/bvkCBKeyS3qLkSVvsdLL_bupati.jpg),logo.jpg (https://dl.airtable.com/xa8XlEXkSKueiZILYla8_logo.jpg)"
KABUPATEN SUMEDANG,"Kabupaten Sumedang, adalah sebuah kabupaten di Provinsi Jawa Barat, Indonesia. Ibukotanya adalah kecamatan Sumedang Utara, Sumedang, sekitar 45 km Timur Laut Kota Bandung. Kabupaten ini berbatasan dengan Kabupaten Indramayu di Utara, Kabupaten Majalengka di Timur, Kabupaten Garut di Selatan, Kabupaten Bandung di Barat Daya, serta Kabupaten Subang di Barat.",Jawa Barat,Kota Sumedang,"Drs. H. Ade Irawan, M.Si.","Ir. H. Eka Setiawan, Dipl., S.E.,M.M.","1.522,21 km2",1.112.153 jiwa (2007),"730,62 jiwa/km2",0261,Curug Sindulang | Pemandian Cipanas Cileungsi | Sumber Air Panas Sekarwangi | Gunung Kunci | Pasarean Toga,Kopi | Tebu | Kakao | Kelapa | Cengkeh | Teh | Jagung | Ubi Kayu | Kedelai | Kentang | Nanas | Pisang | Ubi Jalar,Tahu Sumedang | Sambal Oncom | Salak Bongkok | Sale Pisang | Ubi Cilembu,http://www.sumedangkab.go.id/,"map.jpg (https://dl.airtable.com/5WsjMAnTB6wPUEPFerxx_map.jpg),bupati.jpg (https://dl.airtable.com/RYRgqiusQZORB7joppN8_bupati.jpg),wakil-bupati.jpg (https://dl.airtable.com/dkOgUgWERHCEO9de2FX1_wakil-bupati.jpg),logo.jpg (https://dl.airtable.com/HJ0QMvOwQCKCSS3VLz0o_logo.jpg)"
KABUPATEN TASIKMALAYA,"Kabupaten Tasikmalaya, (bahasa Inggris: Tasikmalaya Regency) adalah sebuah kabupaten di Provinsi Jawa Barat. Indonesia. Kabupaten ini berbatasan dengan Kabupaten Majalengka dan Kota Tasikmalaya di utara, Samudera Hindia di selatan, Kabupaten Ciamis dan Kabupaten Pangandaran di timur, dan Kabupaten Garut di barat.",Jawa Barat,Singaparna,"H. UU Ruzhanul Ulum, S.E.",H. Ade Sugianto,"2.712,52 km2",1.876.544 jiwa (2013),"691,81 jiwa/km2",0265,Pantai Cipatujah | Pantai Sindangkerta | Pantai Karangtawulan,Karet | Kakao | Jagung | Kedelai | Kentang | Nanas | Pisang | Ubi Jalar | Ubi Kayu | Kopi | Kelapa | Cengkeh | Teh,Nasi Tutug Oncom | Sate Maranggi | Nasi Cikur | Tahu Bulat,http://www.tasikmalayakab.go.id/,"bupati.jpg (https://dl.airtable.com/IONlABj2Ru2atoUYIYdI_bupati.jpg),wakil-bupati.jpg (https://dl.airtable.com/TA1MgEdnRVyQVhlRwXAi_wakil-bupati.jpg),map.jpg (https://dl.airtable.com/wxfpfqfrS1uac59hPrII_map.jpg),logo.jpg (https://dl.airtable.com/K339gIvqRaa5ZrCxrJjg_logo.jpg)"
