Kabupaten,Deskripsi,Provinsi,Ibu Kota,Bupati,Wakil Bupati,Luas Wilayah,Populasi Total,Populasi Kepadatan,Kode Area,Potensi Pariwisata,Potensi SDA,Kuliner Khas,Website Kabupaten,Attachments
KABUPATEN LANNY JAYA,"Kabupaten Lanny Jaya adalah sebuah kabupaten di Provinsi Papua, Indonesia.

Kabupaten ini dibentuk pada tanggal 4 Januari 2008 berdasarkan Undang-Undang Nomor 5 Tahun 2008, bersama-sama dengan pembentukan 5 kabupaten lainnya di Papua. Peresmiannya dilakukan oleh Mendagri Mardiyanto pada tanggal 21 Juni 2008.",Papua,Tiom,"Befa Yigibalom SE,M.Si",Berthus Kogoya SH,2.248 km2,89.332 jiwa,"39,74 jiwa/km2",,Sungai malagai | air garam | wanuga | irene | wiringgambut | jiwiri | tiom | makki,"Kopi | jeruk mani | mangga | jeruk manis | tambang emas | 
",Bubur sagu | ikan tongkol | mubara | papeda | ikan gabus | bubara | ikan kue,https://www.puncakjayakab.go.id/,"wakil-bupati.jpg (https://dl.airtable.com/lkx8MyusSXSU1qunp3Hj_wakil-bupati.jpg),bupati.jpg (https://dl.airtable.com/JKMsh2MVRNeqHyNPyt1Y_bupati.jpg),map.jpg (https://dl.airtable.com/MhPQSyeuSUaTShcPJV7w_map.jpg),logo.jpg (https://dl.airtable.com/9PFbOGZNSLiz7B1F9SI3_logo.jpg)"
KABUPATEN MAMBERAMO RAYA,"Kabupaten Mamberamo Raya adalah salah satu kabupaten di provinsi Papua, Indonesia. Ibukota kabupaten ini terletak di Burmeso. Kabupaten ini merupakan pemekaran dari Kabupaten Sarmi dan Kabupaten Waropen, berdasarkan UU No. 19 Tahun 2007 yang disahkan pada tanggal 15 Maret 2007.Keberadaan wilayah administratif Kabupaten Mamberamo Raya dikukuhkan berdasarkan UU No. 19 tahun 2007 tentang Pembentukan Kabupaten Mamberamo Raya di Provinsi Papua pada tanggal 15 Maret 2007.",Papua,Burmeso,Demianus Kyew Kyew,"Robby Wilson Rumanasara , SP","23.813,91 km2",23.926 jiwa (2006),1 jiwa/km2,,Hulu di kabupaten mamberamo raya | Sungai Mamberamo ,Batubara | sagu | ubi jalar | ketela pohon | buah merah | singkong | ,Papeda | ulat sagu | ikan kuah kuning,,"map.jpg (https://dl.airtable.com/nYNm6hchT9OWySUns02b_map.jpg),bupati.jpg (https://dl.airtable.com/BQDjnWYdRlaYmZzGJjGD_bupati.jpg),logo.jpg (https://dl.airtable.com/1kq9mW9RzebpBmjseP7g_logo.jpg)"
KABUPATEN MAMBERAMO TENGAH,"Kabupaten Mamberamo Tengah adalah sebuah kabupaten di Provinsi Papua, Indonesia. Kabupaten ini dibentuk pada tanggal 4 Januari 2008 berdasarkan Undang-Undang Nomor 3 Tahun 2008, bersama-sama dengan pembentukan 5 kabupaten lainnya di Papua. Peresmiannya dilakukan oleh Mendagri Mardiyanto pada tanggal 21 Juni 2008.Kondisi pedalaman Papua yang sebagian besar merupakan pegunungan dan akses yang sulit menyebabkan ketertinggalan yang cukup jauh dari daerah lain. Untuk lebih mendekatkan pelayanan pemerintahan kepada masyarakat, maka Kabupaten Jayawijaya kemudian dimekarkan menjadi beberapa kabupaten, dan melalui Undang-Undang No.3 Tahun 2008 lahirlah Kabupaten Memberamo Tengah dengan Kobakma sebagai ibukotanya.",Papua,Kobakma,"R Ham Pagawak, SH, MSi","Yonas Kenelak, S.Sos",1.275 km2,54.735 jiwa,"42,93 jiwa/km2",,Lembah Mamberamo | Gunung Foja | Sungai Mamberamo | ,Emas | tembaga | bauksit | nikel | kupu kupu hitam | buaya muara | buaya darat ,Papeda | ulat sagu | anuve habre | ,,"bupati.jpg (https://dl.airtable.com/kw5lhrVeQ7Kh7aygoP76_bupati.jpg),map.jpg (https://dl.airtable.com/DnWwfv17TvKsIjT0g2hp_map.jpg),logo.jpg (https://dl.airtable.com/SZLQmThQRMyYlxauzfQ0_logo.jpg)"
KABUPATEN MAPPI,"Kabupaten Mappi  merupakan Kabupaten baru  dipropinsi Papua, hasil pemekaran dari Kabupaten Merauke ,memiliki luas wilayah mencapai + 28.518 Km 2, terletak diantara 06o.28' s/d 56o.4' Lintang Selatan  dan 139o.2' s/d 11o.0' Bujur Timur . ",Papua,-,Stefanus Kaisma. S.Sos,Ir. Benyamin Ngali,28.518 km2,59.884 jiwa (2000),"2,1 jiwa/km2",971,Raja ampat | taman nasional teluk cendrawasih | danau sentani | lembah baliem | desa wisata sauwandarek | puncak jayawijaya | danau paniai | ,Sagu | singkong | ubi jalar | sukun | Sagu | singkong | ubi jalar | sukun | jambu mete | kakao | cengkeh | kapuk | kulit gambir | kayu jenis uli | meranti | linggua ,Papeda | bubur sagu | martabak sagu | kue sagu | bagea | sate ulat sagu papua | aunu senebre papua | ikan bakar manokwari | anuve habre | udang selingkuh | sagu lempeng | ikan bungkus | ,http://bappeda-mappi.com/,"map.jpg (https://dl.airtable.com/brdjmvO4QwuV1pGoxULK_map.jpg),bupati.JPG (https://dl.airtable.com/mFvqmCldQcq7W4iXcFa0_bupati.JPG),wakil-bupati.JPG (https://dl.airtable.com/Xg3ey2j4RraT6DwcGLj0_wakil-bupati.JPG),logo.jpg (https://dl.airtable.com/ZuTRKK2ASC5hSdIn51GO_logo.jpg)"
KABUPATEN MERAUKE,"Kabupaten Merauke adalah salah satu kabupaten di Provinsi Papua, Indonesia. Ibu kota kabupaten ini terletak di Merauke. Kabupaten ini adalah kabupaten terluas sekaligus paling timur di Indonesia. Di kabupaten ini terdapat suku Marind Anim.",Papua,Kota Merauke,"Drs. Romanus Mbaraka, MT",Sunarjo.S.Sos,"45,071 km2",246.852 jiwa (2012),"5.476,96 jiwa/km2",971,Tugu pepera | musamus | tugu LB moerdani | tugu perbatasan | tugu kembaran | jembatan maro,Kelapa | sapi | ayam kampung | itik | ikan hias | kayu bulat Jagung | kedelai | ubi jalar | ubi kayu | kelapa sawit | karet | kopi | kelappa | jambu mete | lada | pinang | sapi | babi | kambing | kerbau | kuda ,Kumobo | wanggilamo | nggalamo | kaka | siu | bakso rusa | sate rusa | pondok jagung | ,http://www.merauke.go.id/,"wakil-bupati.jpg (https://dl.airtable.com/MOnh9c0IQD6ClNHJ4EyP_wakil-bupati.jpg),map.jpg (https://dl.airtable.com/W11uXfcYQS6bDPZL9qd7_map.jpg),logo.jpg (https://dl.airtable.com/XRc1UNLeRHGFxDDcJ8mA_logo.jpg),bupati.jpg (https://dl.airtable.com/R9fh5a0mSva4yFG1QyVv_bupati.jpg)"
KABUPATEN MIMIKA,"Kabupaten Mimika adalah salah satu kabupaten di provinsi Papua, Indonesia. Ibu kota kabupaten ini terletak di Timika.

Di kabupaten ini terletak Kecamatan Tembagapura di mana tambang emas terbesar di dunia milik PT. Freeport Indonesia berada. Terdapat sebuah bandar udara nasional di kabupaten ini, yaitu Bandara Moses Kilangin yang terletak di Timika.",Papua,Kota Tembagapura,"Eltinus Omaleng, SE","Yohanis Bassang, SE, M.Si",19.592 km2,183.633 (2010),"9,37 jiwa/km2",901,Kuala kencana | gunung grasberg ,Jagung | kedelai | ubi jalar | ubi kayu | kopi | kelapa | sapi | babi | kerbau | kuda | kambing ,Udang selingkuh | ulat sagu | ubi | papeda | ikan kuah kuning | sayur ganemo | gabus danau sentani | sate rusa | ayam cemete | roti gulung abon kepiting goreng | ,http://www.mimikakab.go.id,"map.jpg (https://dl.airtable.com/S86o0IMORdC1lG9Ycacj_map.jpg),wakil-bupati.jpg (https://dl.airtable.com/nT6efZgQuS5eD4UtCkFw_wakil-bupati.jpg),bupati.jpg (https://dl.airtable.com/7gcPmjrLTEIFLQco4zyH_bupati.jpg),logo.jpg (https://dl.airtable.com/CFesEC3TTvyZRmQNpBwd_logo.jpg)"
KABUPATEN NABIRE,"Kabupaten Nabire adalah salah satu kabupaten di provinsi Papua, Indonesia. Ibu kota kabupaten ini terletak di punggung Pulau Irian dengan ibu kota di Kota Nabire.Pada tanggal 6 Februari 2004 terjadi gempa bumi yang kemudian disusul pada 26 November 2004, gempa bumi berkekuatan 7,2 skala Richter mengguncang daerah ini (lihat Gempa Nabire 2004).",Papua,-,"Isaias Dou , S.Sos",Amirullah Hasyim,"6.861,65 km2",130.314 jiwa (2010),"18,99 jiwa/km2",984,Pulau ahe | pantai nusi | pulau nusi | ,Emas | Batubara | batu | pasir | kerikil ,ulat sagu | ikan bakar manokwari | papeda | ,http://nabirekab.go.id/,"map.jpg (https://dl.airtable.com/opbuKHoTRKCVb4Kppvc8_map.jpg),wakil-bupati.jpg (https://dl.airtable.com/Her4ueBHRtmgwC81hHqH_wakil-bupati.jpg),bupati.jpg (https://dl.airtable.com/Ld0G4EJASN29xyRRytRB_bupati.jpg),logo.jpg (https://dl.airtable.com/jTxEceRDSvO1b3KeD4fC_logo.jpg)"
KABUPATEN NDUGA,"Kabupaten Nduga adalah sebuah kabupaten di Provinsi Papua, Indonesia. Dulunya pernah menjadi bagian dari wilayah Kabupaten Jayawijaya. Kabupaten ini dibentuk pada tanggal 4 Januari 2008 berdasarkan Undang-Undang Nomor 6 Tahun 2008, bersama-sama dengan pembentukan 5 kabupaten lainnya di Papua. Peresmiannya dilakukan oleh Mendagri Mardiyanto pada tanggal 21 Juni 2008.Bentang alam Kabupaten Nduga berada di hamparan Lembah Baliem, sebuah lembah aluvial yang terbentang pada areal ketinggian 1500–2000 m di atas permukaan laut. Temperatur udara bervariasi antara 14,5 derajat Celcius sampai dengan 24,5 derajat Celcius. Dalam setahun rata-rata curah hujan adalah 1.900 mm dan dalam sebulan terdapat kurang lebih 16 hari hujan",Papua, 	Kenyam,"Yairus Gwijangge, S.Sos,M.SI ","Drs.Frans F Kristantus,MM",2.168 km2,73.696 jiwa,"33,99 jiwa/km2",,Puncak Jaya Wijaya | danau sentani,Biji emas | batu bara | tembaga | pasir besi | nikel | krom,bubur sagu | ikan bakar manokwari | kumobo | udang selingkuh | ikan tongkol | ,http://ndugakab.go.id,"bupati.jpg (https://dl.airtable.com/DPSvcmXlQjup8SPd4tCU_bupati.jpg),wakil-bupati.jpg (https://dl.airtable.com/EfTIzVURTOYJIMkpVoxs_wakil-bupati.jpg),map.jpg (https://dl.airtable.com/tY9m8jR9TP62iPON4xwX_map.jpg),logo.jpg (https://dl.airtable.com/nzkwDfQ9ihVegGEV1PAB_logo.jpg)"
KABUPATEN PANIAI,"Wilayah Kabupaten Paniai memiliki luas 18.104,63 Km2 dengan ibukota di Enarotali dan terletak pada 13o19' Bujur Timur dan 03o56' Lintang Selatan.

Sejak akhir 2004 wilayah Kabupaten Paniai terbagi menjadi 21 ( Dua puluh satu ) wilayah distrik namun luas wilayah Kabupaten Paniai tidak mengalami perubahan yaitu seluas 18.104,63 Km2 dari 21 distrik tersebut 9 ( sembilan ) distrik diantaranya adalah distrik pecahan sebelumnya dan ada 1 ( SATU ) Distrik baru yang merupakan gabungan dari beberapa distrik yang pecah. Jum lah desa di Kabupaten Paniai hanya bertambah 1 ( satu ) desa yang pecah menjadi 2 ( dua ) desa yaitu Desa Enarotali yaitu Desa Enarotali dan Awabutu.

Keadaan Topografi bergunung-gunung memiliki suhu udara yang rendah dan kelembaban udara relatif tinggi 18,7o. Tercatat rata-rata kelembaban udara 72,3% pada tahun 2005.

Wilayah Distrik Homeyo dengan luas 3.529,48 Km2 atau 19,50 % dari luas kabupaten merupakan Distrik terluas. Sedangkan Distik Kapiraya terluas, sedangkan 6,12 km2 atau 0,09 % dari total luas kabupaten adalah Distrik dengan wilayah terkecil di Kabupaten Paniai.",Papua,Enarotali,"Naftali Yogi , S.Sos"," Derek Pakage,S.Ip","10.984,661 km2",153.432 jiwa (2010),"13,97 jiwa/km2",901,Danau Paniai | danau tage | danau tigi ,Batu bara | emas | besi | batu kapur | pasir kualin | batu kapur | pasir kualin | Jagung | ubi jalar | ketela pohon | kacang tanah | ,Papeda | ikan bungkus | aunu | ikan bakar | sate ulat sagu ,,"map.jpg (https://dl.airtable.com/VC1yZh7MSKqWwi6f3FkZ_map.jpg),bupati.jpg (https://dl.airtable.com/2evBkevaRaCsyjOxcKFa_bupati.jpg),logo.jpg (https://dl.airtable.com/VvM9cMLeSRyaoXy6y8zh_logo.jpg)"
KABUPATEN PEGUNUNGAN BINTANG,"Kabupaten Pegunungan Bintang adalah salah satu kabupaten di provinsi Papua, Indonesia. Ibukota kabupaten ini terletak di Oksibil.
Kabupaten Pegunungan Bintang menjadi satu-satunya kabupaten di Pegunungan Jayawijaya yang berbatasan langsung dengan Negara Papua Nugini. 90% wilayahnya terletak di dataran tinggi pegunungan dengan ketinggian 400 s.d. 4.000 meter dpl. Kabupaten ini memiliki luas wilayah 15.682 km2 yang terbagi menjadi tujuh kecamatan dengan Oksibil sebagai ibukota kabupaten.

Wilayah Kabupaten Pegunungan Bintang berbatasan dengan Kabupaten Jayapura dan Kabupaten Keerom di sebelah Utara, Kabupaten Boven Digoel di sebelah Selatan, Kabupaten Asmat, dan Kabupaten Yahukimo di sebelah Barat dan Negara Papua Nugini di sebelah Timur. Hampir disetiap distrik terdapat lapangan terbang, tetapi hanya lapangan terbang di Oksibil dan Batom saja yang bisa didarati pesawat Twin Otter.",Papua,Oksibil,"Drs. Welington Lod Wenda, M.Si",Drs. Theodorus Sitokdana,15.682 km2,88.529 jiwa (2005),"5,65 jiwa/km2",969,Taman burung dan taman anggrek | ,Padi sawah | sagu | jagung | pisang | jeruk | ubi jalar | rambutan | nangka | matoa | wortel | kentang | bawang merah | kelapa sawit | lada | karet ,Papeda | ayam bakar manokwari | ,http://www.pegbintangkab.go.id/,"bupati.jpg (https://dl.airtable.com/NyK0F1qbTVW5yRHCZElT_bupati.jpg),map.jpg (https://dl.airtable.com/t2SnlbvTEigu7eXMqZyy_map.jpg),logo.jpg (https://dl.airtable.com/m9SEbBiUQnOlIUuV3ZoK_logo.jpg)"
KABUPATEN PUNCAK,"Kabupaten Puncak adalah sebuah kabupaten di Provinsi Papua, Indonesia. Kabupaten ini dibentuk pada tanggal 4 Januari 2008 berdasarkan Undang-Undang Nomor 7 Tahun 2008, bersama-sama dengan pembentukan 5 kabupaten lainnya di Papua. Peresmiannya dilakukan oleh Mendagri Mardiyanto pada tanggal 21 Juni 2008.",Papua,Kota Gome,Pj.Drs.Willem J. Maniagasi ,,8.055 km2,60.294 jiwa,"7,49 jiwa/km2",901,Puncak Carstensz | ,Rumput laut | pasir besi | nikel | krom | sawit | kakao | kopi arabic | ,Papeda | aunu senebre | martabak sagu | sate ulat sagu ,http://www.puncakkab.go.id,"bupati.jpg (https://dl.airtable.com/nopMPO0nRUeNWH4zx5zT_bupati.jpg),map.jpg (https://dl.airtable.com/GYZ2ppPDSwiOOE3W4pvz_map.jpg),logo.jpg (https://dl.airtable.com/DbQyEDzWRH2KIbGEQwvK_logo.jpg)"
KABUPATEN PUNCAK JAYA,"Kabupaten Puncak Jaya adalah salah satu kabupaten di provinsi Papua, Indonesia. Ibukota kabupaten ini terletak di distrik Kotamulia. Namanya diambil dari Gunung Jaya atau lebih dikenal sebagai Puncak Jaya. Pada tanggal 29 Oktober 2008 Kabupaten Puncak dimekarkan dari kabupaten ini.
Pemandangan dari udara kota lama kabupaten puncak jaya.
Peta Kabupaten Puncak Jaya
Peta Infrastruktur Kabupaten Puncak Jaya (2012).gif

Berdasarkan pada Undang-undang tersebut, Kabupaten Jayawijaya terletak pada garis meridian 137°12′-141°00′ Bujur Timur, dan 3°2′-5°12′ Lintang Selatan, yang memiliki daratan seluas 52.916 km², merupakan satu-satunya Kabupaten di Provinsi Irian Barat (pada saat itu) yang wilayahnya tidak bersentuhan dengan bibir pantai.",Papua,Kotamulia,Drs. Henok Ibo ,"Yustus Wonda, S.Sos , M.Si",9.584 km2,101.148 jiwa (2010),"10,55 jiwa/km2",901,"
",Kayu merbau | kayu matoa | kayu bakau | kayu gaharu | rotan | tembaga | aluminium | emas | batubara | batu | kerikil | pasir,Papeda | aunu senebre | martabak sagu | sate ulat sagu ,,"map.jpg (https://dl.airtable.com/5M7E20SpQpuWKNjREUfg_map.jpg),logo.jpg (https://dl.airtable.com/8DMGHjjYTirzT2eYEA1A_logo.jpg),bupati.jpg (https://dl.airtable.com/coRxLAUETx8fAGp0NoQ0_bupati.jpg)"
KABUPATEN SARMI,"Kabupaten Sarmi adalah salah satu kabupaten di provinsi Papua, Indonesia. Ibu kota kabupaten ini terletak di Kota Sarmi. Nama Sarmi adalah singkatan dari nama suku-suku besar, yakni Sobey, Armati, Rumbuai, Manirem, dan Isirawa. Keberadaan mereka telah lama menjadi perhatian antropolog Belanda, Van Kouhen Houven, yang kemudian memberikan nama Sarmi.",Papua,Kota Sarmi ,"Drs. Mesak Manibor, MMT ",Ir.Albertus Suripno ,17.740 km2,30.438 jiwa (2000),"1,72 jiwa/km2",0966,Monumen Yagamata | pantai sarmi | pantai holmafen ,Jagung | kedelai | ubi jalar | ubi kayu | kakao | kelapa | cengkeh | pinang | sagu | sapi | babi | kemabing ,Ikan asi tenggiri | Papeda | buah motoa | ,http://www.sarmikab.go.id/,"map.jpg (https://dl.airtable.com/Ra5PNgFZS0GpQsKwXpus_map.jpg),bupati.jpg (https://dl.airtable.com/fINZ2PIMRXepl7B3wcnh_bupati.jpg),logo.jpg (https://dl.airtable.com/mIeI8VnVRIW9vIfr1qkH_logo.jpg)"
KABUPATEN SUPIORI,"Kota Supiori adalah salah satu kota di provinsi Papua, Indonesia. Pusat pemerintahan kota ini terletak di Sorendiweri. Kota Supiori ada di Pulau Supiori yang dipisahkan dengan Pulau Biak oleh Selat Sorendiweri. Kedua pulau ini terhubung oleh jembatan sepanjang 100 meter yang berada di atas Selat Sorendiweri. Dari Biak, Kota Supiori dapat ditempuh lewat jalan darat melalui 3 jalur, yaitu:
 Satu jalur lewat Biak Utara berjarak 90 kilometer dengan waktu tempuh 2-3 jam.
    Dua jalur lewat Biak Barat:
Lewat Samber berjarak 80 km ditempuh dengan waktu 2-2,5 jam.
    - Lewat Boibaken dan Syabes berjarak 78 kilometer dengan waktu tempuh 2-2,5 jam perjalanan. ",Papua,Kota Supiori ,"Fred Manufandu,SH",Drs. Yan Imbab,528 km2,15.529 jiwa (2007),"29,41 jiwa/km2",981,Pulau Rani | isumbabi ,Perikanan | ikan ekor kuning | tuna | cakalang | udang | teripang | kelapa sait | durian | rambutan | langsat | cempedak | kakao | kelapa ,Aibon | insor | insobar | ikan kuah kuning | pinang | singkong dan tepung barapen | ,supiorikab.go.id/,"wakil-bupati.JPG (https://dl.airtable.com/he8q7TLFQr68qzqV9nik_wakil-bupati.JPG),map.jpg (https://dl.airtable.com/oX3i9lAfSAmNpa4r4QLs_map.jpg),bupati.jpg (https://dl.airtable.com/D4oEvMFCSm6yyTbwy2Om_bupati.jpg),logo.jpg (https://dl.airtable.com/M7G1JtgjSJGKnCaou6DI_logo.jpg)"
KABUPATEN TOLIKARA,"Kabupaten Tolikara memiliki luas wilayah 14.564 km2 yang terbagi menjadi 35 kecamatan dengan Karubaga sebagai ibukota kabupaten. Kabupaten ini memiliki penduduk sebanyak 54.821 jiwa (2003). Wilayahnya berbatasan dengan Kabupaten Sarmi di sebelah utara, Kabupaten Jayawijaya di sebelah Selatan, Kabupaten Puncak Jaya di sebelah barat dan Kabupaten Jawawijaya di sebelah Timur. Dari ke-35 distrik yang ada (Karubaga, Kanggime, Kembu dan Bokondini), hanya distrik Karubaga dan Kanggime yang dapat dijangkau melalui udara dan jalan darat. Melalui udara, Distrik Karubaga atau Kanggimi dapat dicapai dari Wamena dalam waktu sekitar 20 menit.",Papua,Kota Karubaga,"Usman G Wanimbo , SE, M.Si","Amos Yikwa, SP, M.Si",14.564 km2,147.750 jiwa (2000),"10,14 jiwa/km2",969,Danau biuk | cagar alam taman nasional lorenz | gunung timoini | ,Umbi umbian | palawija | jagung | ubi jalar | kacang tanah | kacang kedelai | ,Papeda | Ikan bungkus | aunu | ikan bakar khas manokawari | sate ulat sagu ,http://tolikarakab.go.id,"wakil-bupati.jpg (https://dl.airtable.com/50DuzExeQayj6mjup4TL_wakil-bupati.jpg),map.jpg (https://dl.airtable.com/P0Wc4LfRn2pgktWubxj0_map.jpg),bupati.jpg (https://dl.airtable.com/dNYBTHEISjSUbBeMUJUs_bupati.jpg),logo.jpg (https://dl.airtable.com/tCsuXA2bSxafFLP8M5lA_logo.jpg)"
KABUPATEN WAROPEN,"Kabupaten Waropen adalah salah satu kabupaten di provinsi Papua, Indonesia. Ibukota kabupaten ini terletak di Botawa.

Waropen merupakan pemekaran dari kabupaten Yapen Waropen pada tahun 2003, dengan pusat pemerintahan sebelumnya di Serui, Pulau Yapen.

Dengan kondisi yang serba terbatas, tugas Pemerintah Kabupaten Waropen pada masa depan sangat menantang. Apalagi alat-alat komunikasi, seperti telepon, jarang ditemui di kabupaten ini di samping sulitnya transportasi. Tak heran, berbagai dinas dan instansi pemerintah di Waropen sulit dihubungi.",Papua,Botawa,"Drs. Yesaya Buinei, MM",Yermias Bisai. SH ,16.723 km2,22.234 jiwa (2000),"1,33 jiwa/km2",983,Pulau Nau ,Meranti | rimba | kayu indah | matoa | merbau | mersawa | kenari | ,Papeda | Ikan bungkus | aunu | ikan bakar khas manokawari | sate ulat sagu ,http://www.waropenkab.go.id,"map.jpg (https://dl.airtable.com/yPdlh0tQSOCDH9KQRJCa_map.jpg),bupati.jpg (https://dl.airtable.com/u4vCKXqBSHezafMrxHue_bupati.jpg),wakil-bupati.jpg (https://dl.airtable.com/kIueLkACTtqCr0nUu9tp_wakil-bupati.jpg),logo.jpg (https://dl.airtable.com/raYRRorNTyqpEPUWurZQ_logo.jpg)"
KABUPATEN YAHUKIMO,"Wilayah Kabupaten Yahukimo terletak pada 138045’ – 140014’ Bujur Timur dan 3039’ – 5002’ Lintang Selatan. Kabupaten Yahukimo memiliki luas wilayah 17.152 Km2. Apabila dirinci menurut Distrik, maka Distrik Kurima merupakan daeran terluas, yaitu 605 Km2 atau 3,53 % dari luas wilayah Kabupaten Yahukimo. Sedangkan Distrik Duram merupakan Distrik dengan wilayah terkecil, yakni 100 Km2 atau 0,58 %. Kabupaten Yahukmo di sebelah utara berbatasan dengan Kabupaten Jayawijaya, kabupaten Yalimo, dan kabupaten Keerom. Sebelah timur berbatasan dengan Kabupaten Pegunungan Bintang, di sebelah selatan berbatasan dengan Kabupaten Asmat dan Kabupaten Boven Digoel dan bagian barat berbatasan dengan Kabupaten Nduga.",Papua, Sumohai,"Ones Pahabol, SE. MM",Drs. Robby Longkutoy,15.057 Km2,116.598 jiwa (2000),,969,,Sapi potong | babi | ayam buras | kopi | sagu | beras | bayam | cabai | wortel ,Ikan kuah kuning | papeda | papeda kakap merah | kapurung | ayam baboto | papeda fantasi ,http://www.yahukimokab.go.id,"map.jpg (https://dl.airtable.com/xzqJfSk7Qu6nb56bEGIM_map.jpg),wakil-bupati.jpg (https://dl.airtable.com/FhfmMOlzQFeSGrn1yVi2_wakil-bupati.jpg),logo.jpg (https://dl.airtable.com/ImXCnp0RqG5DMF34G9Jf_logo.jpg),bupati.jpg (https://dl.airtable.com/zvmHEd0vTImSOsoipmP9_bupati.jpg)"
KABUPATEN YALIMO,"Kabupaten Yalimo adalah sebuah kabupaten di Provinsi Papua, Indonesia. Kabupaten ini dibentuk pada tanggal 4 Januari 2008 berdasarkan Undang-Undang Nomor 4 Tahun 2008, bersama-sama dengan pembentukan 5 kabupaten lainnya di Papua. Kabupaten Yalimo dimekarkan dari Kabupaten Jayawijaya. Peresmiannya dilakukan oleh Mendagri Mardiyanto pada tanggal 21 Juni 2008.",Papua,Elelim,"Er Dabi, S.Sos","Arkilas Asso, S. Sos.","3.568,52 km2 ",34.057 jiwa,27 jiwa / km2 ,967,,Ubi jalar | keladi | pisang | singkong | sagu | buah merah | kentang | buncis | sawi | wortel | buncis | kentang | bunga kol | daun bawang | kopi arabika ,Papeda | carabak | udang selingkuh | kelapa muda skyline | es buah | ,,"wakil-bupati.jpg (https://dl.airtable.com/cndXHrkSW6jSnh7WUUlB_wakil-bupati.jpg),bupati.JPG (https://dl.airtable.com/MTubydQeSda6s8JZZ0zL_bupati.JPG),map.jpg (https://dl.airtable.com/WETaa2dUS5CPj8W8I0rq_map.jpg),logo.jpg (https://dl.airtable.com/5CaOO5qRA2gs0N59gMCA_logo.jpg)"
KOTA JAYAPURA,"Kota Jayapura adalah ibu kota provinsi Papua, Indonesia. Kota ini merupakan ibu kota provinsi yang terletak paling timur di Indonesia. Kota ini terletak di teluk Jayapura.

Kota ini didirikan oleh Kapten Infanteri F.J.P Sachses dari kerajaan Belanda pada 7 Maret 1910. Dari tahun 1910 ke 1962, kota ini dikenal sebagai Hollandia dan merupakan ibu kota distrik dengan nama yang sama di timur laut pulau Papua bagian barat. Kota ini sempat disebut Kota Baru dan Sukarnopura ('Sukarnapura, 1964) sebelum memangku nama yang sekarang pada tahun 1968. Arti literal dari Jayapura, sebagaimana kota Jaipur di Rajasthan, adalah 'Kota Kemenangan' (bahasa Sanskerta: jaya yang berarti ""kemenangan""; pura: ""kota"").",Papua,Jayapura ,"Drs. Benhur Tomi Mano, MM",DR. H. Nuralam SE. M.SI,,315.872 jiwa,,967,Pantai Base G | pantai harlem | danau sentani | desa tablanusu | ,Pertambangan | galian golongan C | ,Papeda | carabak | udang selingkuh | kelapa muda skyline | es buah | ,http://www.jayapurakota.go.id/,"wakil-bupati.jpg (https://dl.airtable.com/ux8gc3Y3Snum7x3fbedk_wakil-bupati.jpg),bupati.jpg (https://dl.airtable.com/2RwtWaylS2qT1k7X6Vu7_bupati.jpg),map.jpg (https://dl.airtable.com/hrZmQHGQyuzJl0bJ66Wr_map.jpg),logo.jpg (https://dl.airtable.com/Ia0vxDMWSbmebeG0Gjcq_logo.jpg)"
